Id;Objeto;Fecha;Lugar emisión;Lugar recepción;Escribe a;Recibe de;año;Texto de la carta
179;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3093#;23/6/1785 0:00:00;Madrid;Oviedo;Antonio Bernardino de Sierra y Quiñones;;1785;Muy señor mío: Dirijo a V.S. los adjuntos carta y conocimiento que he recibido por el presente correo de nuestro socio honorario el señor don Ramón de Posada y Soto, con prevención de que el segundo queda duplicado en mi poder. V. S. conocerá, como yo, que tanto el señor Posada como el señor don Pedro Alles son acreedores al más sincero reconocimiento de parte de la Sociedad, a quien yo suplico discurra algún medio no equívoco de manifestarlo, sin olvidar a los individuos que por su influjo concurrieron a este socorro. La importancia de éste merece que la Sociedad delibere maduramente sobre el objeto de su inversión. Desde luego, parece que convendría ofrecer un premio de 25 doblones al que en una memoria resolviese mejor esta proposición: ¿cuáles son los medios de promover más eficaz y útilmente en esta provincia el comercio a Indias y de hacerle con frutos y géneros producidos o trabajados en ella? La Sociedad Aragonesa ha premiado una memoria igual, que se imprimió a costa del gobierno, y convendrá que se tenga presente para juzgar las que se escribieren con respecto a ese país. Con este motivo ruego a nuestro Señor guarde su vida muchos años. Besa la mano de V.S. su más atento seguro servidor Don Gaspar Melchor de Jovellanos.
180;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3095#;24/8/1785 0:00:00;Madrid;Gijón;Francisco de Paula Jovellanos;;1785;"Mi amado Frasquito: No hay novedad en mi salud, y continúo los baños con gran felicidad. Han salido diferentes gracias. Al marqués de Llano, plaza del Consejo de Estado y una pensión de 15.000 reales a su hijo segundo. A Llaguno, pensión de 15.000 reales. A Otamendi, de 800 ducados; otro tanto de pensiones eclesiásticas a los capellanes de honor de jornada. Plaza de Consejero de Estado a Fernán Núñez. Se anuncian otras. Memorias, y manda a tu afectísimo hermano Gaspar Melchor."
181;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3096#;23/9/1785 0:00:00;Madrid;Madrid;Antonio Valdés y Bazán;;1785;"Mi venerado favorecedor: Dice el refrán que quien tenga enemigos no duerma. El puerto de Gijón los tiene en todo el país, y los tiene solamente porque prospera y sobresale entre todas sus poblaciones. Si sus émulos no lograsen entibiar la protección con que le ha mirado hasta ahora el gobierno, crea usted que será un día el Cádiz de Asturias, y yo espero que no ha de ser usted a quien toque menor parte de esta gloria. Tenga usted, pues, la bondad de leer esta apología adjunta que acabo de escribir a la ligera y sin más auxilio que el de mis apuntamientos. Yo no puedo prescindir del interés que tengo en la materia. Mi familia está mirada como la protectora de aquel pueblo; mi padre ha sido el promotor de este grande expediente; yo he cuidado con mis débiles fuerzas de promoverle en cuanto he podido, y sería insensible a todos los estímulos de la naturaleza, si no procurase asegurar el acierto en todas las resoluciones relativas a este punto. Cuanto expongo consta de los expedientes del Consejo. Sé que este tribunal trata de reunirlos todos con los demás de puertos para remitirlos a su secretaría. Si usted dudase de mis aserciones, tenga la bondad de esperarlos y quedaré tranquilo. No quisiera que de mi carta se hiciese otro uso que el necesario para la instrucción de usted, porque la pluma corre libremente cuando no sólo dicta el espíritu, sino también el corazón. Mas no por eso ha de creer usted que no estoy pronto a afirmar de oficio lo mismo que digo en confianza; pero ahora no tengo representación alguna, en el expediente, y no deseo pasar .por entrometido. Perdone usted tanta molestia y mande a su mayor apasionado y que se interesa más de veras en su salud y reputación. B. l. m. de usted su afectísimo Gaspar de Jovellanos."
182;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3097#;17/10/1785 0:00:00;Madrid;Madrid;Tomás Antonio Sánchez;;1785;"Amigo y señor: Ahí va la Cartilla cristiano-política que me han traído esta mañana, y acabo de [...] Después de un [...] tan conciso como bien parlado, de un elegante prólogo dedicatorio y de un proemio o prefación de la misma laya, entra el autor a politiquear y lo hace de lo lindo. No se detenga usted en su estilo, porque él mismo le dice a su majestad en confianza que ha procurado escribir esta obrita sin «ordenados conceptos, ilustradas erudiciones, sublime retórica, ni sutiles y elevadas oratorias», y a buena fe que se le luce su trabajo, pues en la tal cartilla no hay una pizca de orden, erudición ni elocuencia sublime ni rastrera. Pero en cambio hay unas cuantas verdades de Pedrogrullo, y otras cosas que, si no lo son, a lo menos lo parecerán a muchos fieles cristiano-políticos. Dice, por ejemplo, que el rey es dueño de las vidas y haciendas de sus vasallos. Y ¿quién duda que más de cuatro lo creerán así, no sólo en Santander] y en [...] sino también en [...] y en Maúdes? Dice que el vasallo está obligado en conciencia a pagar las contribuciones impuestas, y también las que se impusieren; y ya se ve que esto se entiende, si lo pudiera hacer, porque usted sabe muy bien que a quien no tiene, el rey le hace libre. Dice que el ejército es el cuerpo más ilustre que hay en el reino y aun en el mundo, y es menester tragarlo mientras no suba la comparación al ejército celestial. Dice que los paisanos deben tratar al soldado raso con más amor y cariño que a ningún otro prójimo, y sin duda es cierto, porque aunque tengan personas más allegadas, todos sabemos que con los de casa está cumplido. Dice..., pero mejor será que usted lo vea para su edificación. Sólo notaré una cosa que sería lástima se le pasase a usted por alto, y es que, según nuestro político-cristiano, toda la felicidad de un estado se debe a la tropa, porque sin ella no se podría conservar la religión, ni hacer justicia, ni tener sosiego, y en una palabra, ni las mujeres estarían seguras con sus maridos. ¡Dichosos maridos! ¡Y qué buenos defensores os [...] la cartilla política-cristiana! Diviértase usted un poco y encárguese de extender la censura para que se diviertan nuestros benditos compañeros el viernes. Yo firmaré como en un barbecho, y entretanto quedo de usted afectísimo Jovellanos."
183;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3098#;;;Madrid;;Manuel de Aguirre;1785;"Mi venerado amigo y señor: Esta corta expresión acreditará a usted que no igualan a mis deseos los medios de obsequiar a usted y a ese ilustre cuerpo patriótico, que se ha dignado aprobar mis débiles, aunque bienintencionados, Discursos. Deba yo a la fineza de usted que sepa el respeto y amor que le profeso y la admiración con que observo sus patrióticas y útiles tareas. Usted ocupará constantemente el distinguido lugar que merecen sus luces y acreditados conocimientos en mi corazón; cuente usted con él y con la sincera inclinación que profesa a usted su reconocido servidor y fiel amigo q. b. a usted s. m. Manuel de Aguirre."
184;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3099#;1/4/1786 0:00:00;Madrid;Gijón;Francisco de Paula Jovellanos;;1786;Mi amado Frasquito: La residencia de Pepa me excusará alguna vez de escribirte, siendo regular remitirme a ella cuando lo haga y no haya cosa particular que añadir. Ahora las cosas de carretera van a tomar nuevo aspecto por la muerte de Melgarejo. Yo indiqué ayer con este motivo al Conde la poca afección de los togados a nuestra villa, y está hecha la cama para cuando venga la proposición de la Junta. Si ella instase por sacudir el yugo, yo haré que sea bien oída, y entonces no tendré reparo en hablar de ti, pues hasta entonces no puedo acomodarme a ello, por no hacer creer que nos lo hace desear la ambición. Te incluyo la razón que se me ha dado en la contaduría de Juros, por donde consta se han librado líquidos en favor de Rubín 42.076 reales, y siendo el importe de su cuenta de 42.700, sólo resta acreedor a 624 reales. Creo que tú recibiste de Zabala una partida de 2.000 reales, que se deberá agregar a este pico, y Rubín parece que quiere agregar también los gastos de cartas de pago y de agencia, bien que sobre estos dos artículos pienso yo escribirle. De todos modos es preciso revocar el poder, conferir otro a Argüelles o a Torrejón, cortar aquella cuenta y empezar a cobrar desde fines de este año, y entonces se le podrá pagar el pico que resultare. Mi memoria es tan infeliz que no me acuerdo si se ha otorgado o no escritura de cesión de la Encomienda, recibo o qué otro documento. Sea el que fuere, es indispensable cancelarle. De obras del puerto espero que me hables en vista de la cédula. De Reguera veremos lo que se ha de hacer cuando se presente su diputado. Estamos con bastante cuidado. Velina está malita estos días, y Vicenta nada adelanta. Es cierto que el tiempo ayuda poco. Cuando mejore las haré salir, andar, correr y divertirse, que me parece será la mejor curación. Entretanto nada les falta. Están asistidas y acompañadas. A madre y Bascuñana mis tiernos afectos, y manda cuanto quieras a tu afectísimo de corazón G[aspar] M[elchor].
185;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3100#;21/5/1786 0:00:00;Madrid;Madrid;;Campomanes;1786;Amigo mío: Repasando mi plan sobre la formación de las memorias literarias, he creído necesario extender un suplemento de materias importantes a que conviene ampliarle. La materia es amplia, y cuanto más la reflexiono veo la necesidad de registrar los diversos ramos de la literatura, a fin de que no sea diminuto el proyecto, en cuya buena distribución consiste gran parte del trabajo, la claridad y la fácil ejecución. Entre estos puntos adicionados es el de los trajes, y pues usted tiene una porción de escritores españoles que han tratado el punto de intento, tómese usted el trabajo de formar una lista con los títulos, autores, año, tamaño y lugar de la impresión, pues esa mayor luz contendrá el plan y servirá para buscar los que se echaren de menos. Aunque en el plan se halla el artículo de juegos, me expresó usted tenía tratados particulares. Sírvase usted extender otra lista de los que fueren bajo la propia distinción. Reunidos unos y otros, se cotejarán con lo que yo tengo, y de todo se dará noticia, pues siendo raros, los más no podrán conseguirlos de otra manera. Hablaremos también acerca de la distribución, por si se puede poner cuanto antes manos a la obra. Queda de usted afecto amigo y servidor Campomanes.
186;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3102#;16/8/1786 0:00:00;Sevilla;Madrid;;Natilo;1786;"Mi Jovino: He tenido el gusto de ver a mi Ceán, y con él refrescar las memorias pasadas. Le convidé con tu cuarto; no tuve el gusto de que admitiese. Estaba para marchar a Cádiz; a la vuelta declaró su intención de llevarse lo mejor que viese de pintura. Sobre este pecado no hay que esperar de amo y criado arrepentimiento. Estoy por que no le cometa, enviándote todo lo precioso que tengo. Ya habrás visto la tabla, y no la habrán despreciado tus ojos como la otra, que fue allá a recoger tu parecer para que yo lograse media docena de libras de yemas de San Leandro en la apuesta sobre mi reprobación. Creo que este correo te encontrarás, según me amenazó, con un chisme del fuelle en pie de Juan María, sobre lo que dije a vuelta de su espalda de los romances que se trajo de un incógnito, que se hubo de esconder en el último rincón del caos a hacerlos, para que no diesen con su autor. Viendo a mi buen Juan sus ponderaciones y sus pantomimas sobre que tales romances eran inimitables, hasta querer desbancar del Parnaso algunos especiales favoritos de las Musas, dije a otro su partidario que tales romanzones no eran de aquella sátira superfina, según las reglas de Horacio, de los Argensolas y Castillejos; que aquí habían tenido su cuna, porque un sujeto de los de primer orden me dijo haber visto el borrador de la primera, que es la mejor. En esto del lugar donde se dieron a luz, no me meto; pero sí diré que tiran más a desvergüenza que a fina sátira. Y sobre lo de ser composición inimitable me estaré riendo a dos carrillos toda la vida. Gradúa el chisme como te parezca, pero te encargo, por nuestra amistad, que no te des por entendido jamás con el que te he escrito sobre tal asunto. No, no quiero altercaciones con tales genios, bien lo conoces. Espero que mis continuados ruegos te saquen de ese purgatorio a que te has vuelto. Yo le quisiera gozar; dable es que a la primavera que viene pase a él. Dios te guarde los años de mi deseo. Tu finísimo Natilo."
187;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3103#;6/9/1786 0:00:00;Madrid;Gijón;Francisco de Paula Jovellanos;;1786;Mi amado Frasquito: Hoy he recibido dos tuyas, sin duda porque mientras estuve en Carabanchel, se olvidó mi familia de ir al correo, y allá se dejaron las cartas del viernes, que vinieron con las del lunes. Celebro que hayas hecho la expedición de Avilés y Pravia y continuado el obsequio de esos informantes, empezado en Gijón, pues aunque creo, como tú, que no producirá grande utilidad, creo también que de su omisión se hubiera hecho un misterio que tal vez perjudicase a nuestras armas. He tenido carta de Toledo, donde habían arribado felizmente Pepa y Vicenta, y esperaban para el día siguiente por la mañana al cirujano consultor, cuyo dictamen espero en el correo de mañana, y le deseo con ansia. Los bachilleres habían salido ya de su cuidado, aunque con suerte varia y desigual, pues el triunfo de Baltasar fue completo y al de Carreño le faltaron algunas letras para serlo del todo, y dicen que todo esto fue debido a la justicia, sin que el favor ni el encono hubiesen concurrido a extender ni a disminuir la gracia. El Informe está, como te dije, en el Consejo desde el lunes de mañana y todavía no anda en carrera. Pasará, regularmente, al Fiscal, y se tomarán todas las avenidas, para que no pueda haber ninguna irrupción por ningún flanco. La copia irá ya sin falta el correo próximo. En el intermedio del pasado se ha copiado el de Puga, se han dado algunos trancos en el mío, y no se ha hecho poco. Según se explicó Lola ayer, aún no había salido su primo de Asturias, y parece que todavía consultaba acerca del asunto. Ya te he dicho mi modo de pensar en la materia. Cuídate mucho, saluda a madre y Gertrudis, y manda a tu afectísimo hermano Gaspar Melchor.
188;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3104#;15/9/1786 0:00:00;Madrid;Gijón;Francisco de Paula Jovellanos;;1786;"Mi amado Pachín: Quiero que me envíes cuanto puedas recoger por allá relativo a nuestro puerto, sin perjuicio de lo que yo recoja por aquí. Si hay en la secretaría de gobierno del Principado los documentos que cita don Ramón, no será difícil sacarlos. Yo he tratado aquí muy bien al hijo de Prado, que ha venido a cierta pretensión, y de mi buena acogida y oficios no puede dejar de haber dado cuenta a su padre. Si tú le tanteas cuando fueres a Oviedo, no creo que te negara copias simples de estos documentos, y esto basta para mí y para resguardo del archivo de la villa, pues cuando los necesitare ésta, se ocurre acá a los registros auténticos, y se comprobarán. Sobre todo, necesito un tanto de los que van notados al fin de ésta. Me hablas de una carta puebla, y si no es la misma escritura de fundación de la iglesia que yo tengo, será para mí un hallazgo. Si no me engaño, la carta puebla se cita, en la escritura, pero la misma escritura nos hace muy poca falta, tanto por ser un instrumento privado, bien que otorgado solemnemente por los más principales vecinos del pueblo, como por ser en sí mismo dudoso. Te diré las sospechas que tengo contra la legalidad de nuestro instrumento: Primera. Está en un papel que no he visto usar en ningún documento de aquel tiempo, y en letra que no pertenece a la paleografía del siglo XIV ni del XV. Segunda. Está extendida en cuartilla, y no en folio, contra toda costumbre antigua. Tercera. Hace memoria de un fano o templo herculino, que no consta por documento ni tradición alguna que hubiese jamás en Gijón; fuera de que la voz fano, por templo, nunca se usó en castellano, y es [...]el adjetivo herculino. Cuarta. Tampoco consta que hubiese allí los palacios de don Pelayo, ni otros grandes edificios que cita la escritura, y bien pensado, ni los pudo haber, porque don Pelayo no tuvo tiempo ni dinero para hacer palacios. Quinta. Los sucesos relativos al alzamiento de la Condesa su fuga y destrucción de la villa, no conforman con los que resultan por las historias coetáneas y auténticas. Sexta. Estas y otras especies, al parecer absurdas, sirven maravillosamente para comprobar las patrañas que nuestro don Gregorio inserta en su Historia de Gigia. Séptima. Agreguemos a esto, que probablemente la Gigia de los antiguos, tomada en tiempo de Augusto, no fue nuestro Gijón: estaba a orillas del río Astura, según Tolomeo, y este río fue indisputablemente el Ezla, corrupción del nombre Astola que le dieron los árabes. Caen, pues, las patrañas de don Gregorio, y con ellas la escritura. Octava. Andan unas lápidas, que dice don Gregorio descubiertas por él y Reyero, que prueban la toma de Gigia por Sexto Apuleyo, y habiéndose hallado en Gijón, prueban también, según ellos, ser Gijón la verdadera Gigia: con que probado por otra parte, o demostrado, que Gigia no fue Gijón, resultará que las lápidas son inventadas. Quien hace un cesto hará ciento. Novena. Nadie supo de tal escritura, ni la citó, ni la vio, ni oyó hablar de ella hasta que don Gregorio, en el reconocimiento que hizo del archivo, dijo haberla hallado allí: Timeo Danaos et dona ferentes. Esto es lo que me ocurre sin tener a la vista el instrumento. He dado una copia a Llaguno sin manifestar mi desconfianza, para que la examinase, y viese si sus noticias merecían algún aprecio para ilustrar la historia de los reyes Juanes; creo que no ha hecho caso de ella, ni me habló más de tal papel. Veamos, pues, la carta puebla, si es que la hay, que, como documento librado por la cancillería real, será más auténtica y nos hace más falta. Cédula de los señores Reyes Católicos 1480/ Ídem de don Carlos y doña Juana 1552/ Otra de los mismos 1554 ó 56/ Decreto de Felipe III 1618/ Cédula de Felipe IV enviando ingenieros 1640/ Remesa de tropa alemana por el mismo 1641/ Cédula de Carlos II eximiendo a los vecinos del servicio de mar, en reconocimiento de haber socorrido su escuadra fondeada en el Musel De año incierto. Gaspar."
189;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3105#;24/10/1786 0:00:00;San Lorenzo del Escorial;Madrid;;Duque de Almodóvar;1786;Perdida. Estaba en la Biblioteca del Instituto de Jovellanos (SOMOZA, Catálogo, pág. 39). Trataba «sobre los reparos puestos a las Memorias históricas de los desposorios... de las Serenísimas Infantas de España y Portugal».
190;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3106#;6/12/1786 0:00:00;Madrid;Gijón;Francisco de Paula Jovellanos;;1786;"Amado Frasquito mío: Te incluyo la adjunta carta de Estébanez, gran criador de pinos en Galicia, para que te sirva de gobierno, y si necesitares de él algún auxilio o noticia, le pidas en derechura, pues está más a mano, y es paisano muy digno de ser estimado. Creo que le conoces. También te copiaré aquí el pasaje del Palladio, que es quien más particularmente habló de los pinos entre todos los geopónicos latinos. Escribió su obra por meses, y en el de noviembre, libro XII, título VII, n. 9, dice: «Pinus creditur prodesse omnibus quae sub ea seruntur. Pinum serimus nucleis suis, calidis et siccis regionibus octobri vel novembri; frigidis et humectis februario vel martio. Amat locum gracilem, saepe maritimum: inter montes et saxa vastior et procerior invenitur: ventosis et humidis arborum fiunt incrementa lotiora. Sed sive montes velis conserere, seu spatia quaecumque, haec huic generi deputabis quae alteri utilia esse non possunt». Sigue dando otros preceptos para la sementera, de los cuales, y de lo que he oído y leído en otros, he deducido los siguientes cánones: Primero. Que no se debe hacer la siembra en día que sople mucho viento, ni lluvioso. Segundo. Que la semilla no debe quedar más honda que un palmo. Tercero. Que se siembren a mano, y si es posible con la punta por donde ha de brotar vuelta hacia arriba. Cuarto. Que se tengan en agua tres o cuatro días antes de la siembra para prepararlos mejor a la fácil germinación, y por lo mismo, si fuere en salmuera artificial, será mejor. Quinto. Que se eche sobre la arena una cama de estiércol mezclado con tierra y semillas de algún grano, como trigo o cebada o centeno, o cosa equivalente, para que le sirva de abrigo; pero no tal que le sufoque. Sexto. Que ante todas cosas se debe cercar muy bien el terreno. Séptimo. Que no se confundan las semillas, sino se siembre cada una con separación. Octavo. Que se señale el espacio en que se hiciere cada sementera. El modo más fácil es hacer una paleta de madera con cabo largo, el cual se hinca en la arena, y en la pala se escribe así: N.º 1.º Negral de coca. Paréceme que si la cerca se ha de hacer de piedra, se podría empezar tirando una línea desde el remate del paredón de San Lorenzo, según la dirección que debe llevar la cerca proyectada, que ha de buscar la Puerta nueva, y las demás hacia La Guía, según el espacio que se piense cerrar, que deberá ser el mayor posible, porque estas operaciones son lentas por su naturaleza, y si se va poco a poco, nada se logra. Como puede ser que una semilla pruebe mejor que otra, con el aviso de la que fuere, se podrá buscar para otro año mayor cantidad. Yo tengo gran confianza en la de coca, por haberse criado en arenales sueltos, aunque no de costa marítima. La mezcla de semillas extrañas es indispensable para agramar la superficie movediza de la arena, pues sin esta circunstancia podrá el viento descarnar las plantas que nacen singularmente débiles y tiernas; y a este fin es necesaria la capa de tierra mezclada con estiércol sin lo cual sólo germinarían los pinos. Si hay a mano alguna semilla de otros árboles, yo la mezclaría también, porque nuestro primer objeto debe ser poblar los arenales. Basta por hoy. Nada hay de nuevo. Aún no he visto a Valdés; pero está en su mano el expediente de puertos, según me dijo Enríquez, y es preciso hablarle. Memorias a las amas de casa, y tú manda cuanto quieras a tu ternísimo Gaspar Melchor."
191;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3107#;10/1/1787 0:00:00;Madrid;Gijón;Pedro Manuel de Llanos;;1787;Mi querido amigo: No dejaré de repetir mi recomendación al señor obispo, por más que una casualidad me haya empantanado y contraído en favor de Campo. Sobre esto espero contestación de su ilustrísima, y veremos cómo viene. Usted no dude de mis deseos de complacerle, que son tan vivos como sinceros. En fe de ellos deberá usted prevenir al freile que es preciso que trate de estudiar y graduarse por Santa Bárbara, sin cuya circunstancia jamás podrá aspirar a más fortuna que la de ser cura. Yo se lo he hecho decir por algún paisano, y si no cumple peor para él. También aquí están helados los merengues, y con mayor razón, pues son más sutiles los aires y la masa más delicada. Cuídeme usted a mi convaleciente y mande a su muy fino y afecto amigo Jovellanos.
192;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3108#;25/1/1787 0:00:00;Zaragoza;Madrid;;Leandro Fernández de Moratín;1787;"Muy señor mío y de mi mayor estimación: He estado muchas veces dispuesto a escribir a V.S., pero no he tenido sosiego ni oportunidad para ello; lo hago ahora para persuadirle que aún existo sobre todo el haz de la tierra, si bien la deshecha tormenta que hemos corrido es harto poderosa a concluir conmigo y con otro cualquiera menos acoquinado que yo. Pero, ¡a cuánta costa he comprado la vida! ¡Qué temor continuo de perderla, y qué justo temor! ¡Qué precipicios, qué estanques de hielo, qué páramos desiertos, qué montes de nieve, qué arroyadas, y lo que es peor, qué mesones, qué cocinas, qué humo sulfúreo, qué camas, qué sillas, y lo que es peor aún, qué clérigos montaraces y qué posaderas jabalinas! Si es grata al Señor la mortificación de nuestros sentidos, y los hemos recibido de su mano benéfica para torcerlos al peor uso que pueda hacerse de ellos, ¡cuánto no se habrá purificado esta ánima mezquina de sus pasadas culpas! Pero ya descansé: he reparado mis fatigados miembros en la Ciudad Augusta; y casi me atrevo a decir que los pasados peligros me han dado mayores bríos para empezar de nuevo el viaje a Barcelona; me parece que los arroyos han de ser menores, las nieves ni tan duras ni tan altas, las posadas más cómodas, y las noches que tendremos que pasar sub Jove frigido no tan crueles como la del día siete de éste, digna de señalarse con azabache y cisco para memoria eterna de nuestro desgraciado valor. Pero, ¿cómo sufriré el canino aullido de las catalanas? ¡Ay!, quizá esto sólo podrá exceder a cuantas incomodidades hemos pasado. En fin, si no halló otro medio la suerte de fortalecer esta mi máquina muelle y regalona, lluevan sobre mí curas de aldea y patronas catalanas y Padres Palancos y nieve y granizo y tenientes vicarios y tempestades y casuistas. Los cuidados presentes no me dan lugar de pensar en la pobre Isabel, mi calumniada primogénita; allá su padrino, que siempre la ha querido bien, cuidaría de sus adelantamientos. Si se presenta al público, y hubiese ofrenda de tronchazos, extiéndase la voz de que el autor la compuso por distraerse de más serias ocupaciones; que la compuso con interrupción; que salía de una enfermedad cuando escribió los dos últimos actos; que, últimamente, a instancias de sus amigos, y protestando él la fuerza que en ello se le hacía, permitió sacar algunas copias; que éstas produjeron otras, y que habiéndosela apropiado los cómicos para representarla se vio en la precisión de otorgársela, dándoles un ejemplar correcto para que la estudiasen sobre él; que el no haber parecido bien consistió en cuatro envidiosos que comenzaron con anticipación a desacreditarla; que el día de la representación rezaba el calendario soles picantes y no era tarde de incienso; que la Tirana no estaba con todos sus alfileres, y que Romero pudo haberlo hecho mucho mejor; y últimamente, que el apuntador no apuntaba a derechas, y el tramoyista estaba empeñado en que pareciese mal. Estas disculpas de prólogo podrán servirme de escudo, y ya que no tranquilicen mi conciencia poética, suplirán algún tanto por las palmadas y aclamaciones. Dios guarde a V.S. muchos años como deseo. B. l. m. de V.S. su más afecto servidor Moratín."
193;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3109#;31/1/1787 0:00:00;Madrid;Gijón;Francisco de Paula Jovellanos;;1787;"Mi amado Frasquito: Estoy loco de contento, porque van ya caminando los árboles de Aranjuez, chopos de Lombardía y Carolina, plátanos de Luisiana y Oriente, sauces de Babilonia, y mundos o bolas de nieve. De cada cosa van docena y media, y dice Llaguno que uno solo que prenda de cada cosa basta para llenar todo Asturias, porque son árboles que vienen de vara, y se multiplican maravillosamente. Como Delgado marchó anticipadamente sin esperarlos, se le ha escrito avisándole del método con que los debía tratar en el camino, al cual sólo hay que añadir, que, en llegando, el que los haya de plantar deshaga los haces, ponga en agua las raíces y aun todos ellos, y también las estacas, por espacio de medio día o una noche, y así los planten, previniendo que para criar bien todos piden bastante humedad. Ahora quisiera que, pues van en bastante número, dieses un par de plantas de cada cosa a mi tío el abad de mi parte, para que tenga el gusto de ponerlos en su tusculano. Creo que los sauces de Babilonia se deben poner en sitios escogidos para aprovechar su forma graciosa y pintoresca. Los primeros, a mi entender, se podrán poner a la parte de la tapia de la huerta, para que levantando sobre ella, pendan sus ramas a la parte de afuera vistiendo sus paredes agradablemente; y por cuanto las caídas de las ramas son tales que suelen arrastrar por el suelo, bueno será que se les haga tomar mucha mayor elevación que las paredes, para lo cual es menester arrimarles un rodrigón cuando son tiernos, porque si no, se abate y dobla fácilmente el tronco, bien que después de robustecido se sostiene y guarda su forma sin arrimo alguno. Cuando ya se hayan logrado y crecido, es preciso ir multiplicando estos árboles, y sobre todo poner los sauces a orilla de las zanjas del Humedal, donde harán un bellísimo efecto, alternando su forma abatida y lagrimante con la inhiesta y pomposa de los otros árboles. Entonces es preciso ir repartiendo de unos y otros a todos los amigos para que los propaguen, y hacer que se extiendan y domicilien, primero en el concejo de Gijón, y después en todo Asturias. Vuelvo a mis sauces, que son mis delicias. Si nuestros muchachos lo permitieran, ve aquí una bellísima idea: coronar todo el nuevo paredón, desde la huesera por detrás y por el costado de la iglesia, siguiendo su línea, ángulo y vuelta, hasta donde acaba el de San Lorenzo. Llevándolos a una regular altura, y haciendo pender sus ramas a la parte del mar, ¿qué espectáculo tan caprichoso y agradable no formarían a los que viesen el pueblo de la parte de Somió o el cabo de San Lorenzo, y sobre todo desde el mar? La misma operación pudiera repetirse, coronando el monte de Santa Catalina desde la casa de las piezas hasta la iglesia, y todo el paredón de la Trinidad hasta Natahoyo. Y como al cabo ha de venir un día en que una cerca corra desde nuestra famosa Puerta a buscar el extremo de entrambos paredones, coronada esta cerca de nuestros sauces, vendrían a ser el adorno de nuestra villa. Yo no puedo negar que estas imaginaciones me arrebatan; pero ellas son posibles, y acaso bastaría calentar la fantasía de dos docenas de patricios, para que concurriendo a una al logro de esta idea, se verificase en todo o en parte. Entonces bien mereceríamos que este árbol perpetuase nuestra memoria y nuestro nombre, haciéndole conocer por el sauce de Jovellanos. Recibí tus dos cartas de Gijón, y te confieso que no pude leer la primera sin lágrimas de ternura. Créemelo, Pachín mío, la beneficencia cautivará a los hombres hasta los últimos términos del mundo, y la benevolencia pública será el dulce fruto que recojan de su ejercicio las almas nobles en que resida esta encantadora virtud. Lucho mucho tiempo ha con los directores generales sobre el punto de encabezamiento sin poderlos reducir, y los hallo terriblemente decididos por la administración. Este tenaz empeño, que dicen en nada cederá, a lo menos respecto de los puertos de mar, me ha sugerido la idea de un nuevo recurso a ellos, o al Rey, insistiendo en el encabezamiento, a cuyo fin le he dicho a Pepín que escriba a nuestro Menéndez para que ponga un apunte con todas las razones que contribuyan a persuadir la conveniencia de este sistema para el Rey y el público: la compra de las alcabalas y cientos, la antigüedad de este método, el modo de recaudar los reales derechos, tan beneficioso al fomento del comercio e industria nacional, cómo se verifica la igualdad de la contribución, y sobre todo cómo se les ha de desimpresionar de que los ricos y propietarios nada pagan, y de que todo el gravamen recae sobre las familias industriosas. Que todo venga con testimonios y con amplio y especial poder a Argüelles para representar, y dejadme a mí, que yo me lo guisaré. Querido mío, me llaman a la ópera, de que te hablaré otro día; pero tal vez no iré. Voy a escribir a Pepa y a otros mil. Cuídate y manda a tu afectísimo y tierno hermano G [aspar] M[elchor]."
