"Id";"Objeto";"Fecha";"LugarEmision";"LugarRecepcion";"EscribeA";"RecibeDe";"año";"TextoCarta"
122;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2980#";19/9/1782 0:00:00;"Oviedo";"Gijón";"Tomás Menéndez Jove?";;1782;"Mi estimado amigo y dueño: Son las cinco, y vamos a montar para Cornellana. Ahí va ese testamento para que usted le haga ver en la villa. Lo que importa es que se nombren buenos albaceas. Le recomiendo a usted mi patria y mis ideas, y le ofrezco de nuevo mi corazón y mi amistad, como su afectísimo Jovellanos."
123;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2981#";;"Madrid";"Gijon";;"Antonio Ponz";1782;"Mi estimadísimo dueño y señor: Es muy frecuente en el mundo que obras tales cual es la de mi Viage acaben antes con sus autores que éstos con ellas, así por los riesgos y dificultades que es menester superar, como por lo que proyectan de largo y tendido sin hacer cuentas con el tiempo que han de vivir. Hace ya algunos meses que con esta imaginación trato de ceñir mi plan y de poner un término a este trabajo, al cual pueda llegar antes que llegue la imposibilidad de concluirlo o por achaques que vienen con los años (y ya empiezo a barruntar alguno) o por otros motivos. Con este pensamiento he trabajado desde antes que usted se fuese más de lo que pide el cuidado que cada cual debe tener de su salud, y he escrito para dos buenos tomos, y tal vez más. Creo haberle dicho a usted que comprendo en dicho trozo de viaje a Valladolid, Palencia, Burgos, León, Rioseco, Tordesillas, Medina del Campo, Salamanca (que estoy acabando) y Ávila. Antes de la partida de usted me parece que tratamos de introducir desde luego en alguno de estos tomos noticias de Asturias si usted se tomaba el trabajo de escribirme una carta, como exhortándome a volver al Principado, con lo cual y con lo que yo apunté en las tierras que anduve de él se podría formar una sucinta narración, sin perjuicio de lo que, llegando su tiempo, se hubiese de decir, y entretanto ya iba esto por delante. Es bueno que usted haga apuntes de cuanto considere digno de atención, lo que podría servirle algún día para hacer una famosa historia de su patria. La amenidad de Asturias, lo vario de su terreno y cultivo, la frondosidad de montes y selvas, la belleza de sus marinas, malos caminos y otras mil cosas, que yo vi y apunté en los países que estuve, no sólo suministran materia para dos cartas, sino para tomos en folio, si se quisiera. Y en cuanto a las artes algo habría que decir, y más haciendo alto en la arquitectura que usted llama media y desconocida, cual es la de Naranco, que yo vi con cuidado, y la que usted dice de Villamayor, etc... Bien sé que esta arquitectura no es árabe ni tudesca, sino romana, alterada en sus miembros y significación. A muchas gentes he dicho que la iglesia de Naranco es una reliquia del modo como se edificó en el tiempo gótico, pues así como aquellos conquistadores no introdujeron nuevos caracteres para escribir, tampoco trajeron nuevas reglas de edificar; tomaban en esta parte lo que hallaban, y según sus costumbres o inteligencia, lo desfiguraban más o menos. Como no sé qué fundamentos tiene usted para creer que esta arquitectura la ejecutasen maestros árabes no digo nada en el asunto. En fin, señor don Gaspar, ninguna cosa me vendría más bien como ir a encontrar a usted en ese país, y seguirle después por cuantos quisiese guiarme; pero empeñado en lo que tengo dicho al principio y embarazado de otros asuntos que no le refiero, por miedo de cansarle, no me es posible lograr ahora este gustazo. Sepamos hasta cuándo le prorrogan a usted su licencia, y entretanto me mantengo en la idea y pretensión de que usted me escriba la consabida carta, que yo la... (Falta el final)."
124;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2982#";8/10/1782 0:00:00;"Santiago de Compostela";"Villoria";"Miguel Jovellanos y Carreño (Abad de Villoria)";;1782;"Mi venerado tío y señor: El deseo de ver y observar me ha hecho extender el plan de mi viaje a más de lo que me había prometido. Tenía anteriormente una idea muy ventajosa de la parte de esta provincia y principio de la de Tuy, que median entre Santiago y Vigo. Las gentes de aquí me confirmaron en ella, y me instaron mucho para que las viese antes de mi partida a Madrid; entre otros el canónigo cardenal don Antonio Páramo me hizo mayores instancias; se ofreció a acompañarme, y me redujo a hacer este viaje. Salimos con efecto el viernes 4 del corriente a comer a los Arcos de la Condesa, donde mi amigo el canónigo nos dio una regaladísima comida. De allí fuimos a dormir al monasterio de San Salvador de Lérez, de monjes benedictinos, un cuarto de legua de Pontevedra, donde el maestro Estébanez, su abad, que es un docto y excelente asturiano, nos cortejó también con el mayor esmero. Antes de llegar hubo la mala casualidad de que don Ambrosio cayese con el caballo, pero con la fortuna de no haberse hecho mal alguno, sin embargo de que era noche oscura, y el lugar áspero y peñascoso. Quedóse allí don Ambrosio, más por precaución que por necesidad, y entretanto sacó copia de lo mejor que había en aquel archivo. Nosotros, con el canónigo, el abad, el padre Prieto (gijonés y sobrino del capellán Viña), salimos al siguiente día, y almorzamos ostras acabadas de salir del agua en el Puente de San Payo, famoso por ellas; pasamos a comer a Redondela, y seguimos a dormir a Vigo. El domingo de mañana, después de haber oído misa, visto el puerto y fortificaciones, nos embarcamos y seguimos por la mar hasta Puente San Payo, que son tres leguas, viendo las fértiles y hermosas orillas de la ría de Vigo, llenas de buenos puertecitos, que es la cosa más excelente que tiene el Rey de España. Comimos en Puente San Payo y dormimos otra vez en el monasterio de Lérez, de donde salimos ayer para dormir en ésta. Hoy descansamos aquí, y mañana miércoles dormiremos en Sobrado, el jueves en Lugo, y domingo llegaremos a Villafranca del Bierzo, donde nos detendremos el lunes, y de allí ya saldremos en coche a continuar nuestro camino por Astorga y Benavente. El tiempo, hasta el presente, ha sido tan favorable que parece que hemos llevado con nosotros el dominio de la atmósfera; el país que hemos corrido es delicioso sobre toda ponderación, y en todas parte hemos hallado mucho buen afecto en las gentes y muchas cosas dignas de ser observadas; en fin, hemos hecho un viaje de mucho placer e instrucción. Como yo creo que esta temporada debe formar época en el curso de mi vida, no he querido dejar de aprovecharla. Ahora voy a Madrid a hacer una vida insulsa y poltrona; pero allí como en todas partes es y será de usted el más reconocido y amante sobrino Gaspar Melchor."
125;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2983#";23/10/1782 0:00:00;"Gijón";"?";;"Tomás Menéndez Jove?";1782;"Perdida. Se alude a ella en la carta de Jovellanos de 6 de noviembre de 1782, que, aunque no lleva destinatario, creo que se dirigió al mayordomo de propios y arbitrios del Ayuntamiento de Gijón, Tomás Menéndez Jove. Vid. n. 1 de la carta 128."
126;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2985#";9/11/1782 0:00:00;"A Coruña";"?";;"José Cornide de Saavedra";1782;"Muy señor mío: Mi amigo don Fernando de Salas, canónigo de esta Colegial, me ha dicho que V.S. había querido tener el mal gusto de conocerme cuando rápidamente pasó por esta ciudad, y a cuyo tiempo yo me hallaba en una casa de campo, de donde, a tener noticia del arribo de V.S., hubiera con mucho gusto venido, no para que V.S. verificase ese mal gusto y sí para servirle en lo que tuviese a bien encomendarme; pero ya que esto no pudo ser y que el tratar a V.S. lo veo muy distante, pues mi situación me fija por mucho tiempo en este país, a que V.S. no pensará volver, y con mucha razón; sabiendo por el mismo amigo que V.S. había solicitado la inscripción de nuestra famosa Torre de Hércules o Pharo Brigantino, y que la prisa y el mal tiempo le había impedido el copiarla, le incluyo esa copia, de cuya exactitud respondo, y acompaño esa otra inédita y las dos de la Iglesia Colegial, ya por lisonjear a Salas, ya porque parece que también mereció este templo la atención de V.S. Sé por otras muchas partes que se la han debido a V.S. muchas cosas de Galicia, y como también me es muy conocido el buen gusto de V.S., me ofresco con buena voluntad a satisfacer la curiosidad de V.S. en cuanto pueda y hasta donde alcancen mis limitados conocimientos, que no desdeñaré de confesar que no me alcanzan más cuando no pueda satisfacer lo que se me pregunte. Y no siendo justo que canse más a V.S., me ofresco a su disposición y ruego a nuestro Señor guarde a V.S. muchos años B. l. mano de V.S. su más atento servidor Joseph Cornide de Saavedra."
127;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2987#";3/12/1782 0:00:00;"A Coruña";"?";;"José Cornide de Saavedra";1782;"Con lo dicho basta para que V.S. conosca que abusaré de su oferta, pues mi plan abraza todo lo de Asturias hasta Ribadesella, y aunque tengo presentes, sin los autores generales, los dos impresos que tratan del Principado, Carballo y Tréllez (sic), con el moderno mapa de López, que es hasta donde llega mi noticia, no me satisfacen enteramente y me harían muy al caso cualesquiera inscripciones de Gigia, Maliaca, Noega, Labernis, Lucus Asturum, Pelontium, etc., sobre cuyos nombres tengo ya formadas mis conjeturas. V.S. entiende bien las dos inscripciones de la Colegiata de La Coruña, y sólo en el nombre del procurador que corrió con acabar la obra disiento de V.S., pues yo leía Fernando y no Francisco; pero puede ser uno y otro, y cualquiera de los dos importa poco. La inscripción de la Torre de Hércules se la remití a Flórez en el mismo estado que a V.S., pues nunca pude leer más. El Maestro Sarmiento parece fue más feliz y descubrió el AFLAVIENSIS, en que no hallo repugnancia, pues podía ser el G. Sevio Lusitano, y al mismo tiempo ejercer el oficio de arquitecto en Aquas Flavias, aunque ciudad de distinta provincia, como realmente lo era intitulándose aquiflaviense, no por patria, sino por empleo, como le sucederá a don Ventura Rodríguez, que no creo sea de Madrid, y por eso no dejará de intitularse Maestro de aquella villa o arquitecto matritense. La inscripción que V.S. vio en Lérez simple (sic) y es dedicación de la Legión Séptima Gemina y de diez ciudades vecinas a Chaves (adonde se halló y adonde estaría cuando se puso aquella legión de presidio) a Vespasiano, y aunque la trae Contador de Argote, mejor la hallará V.S., y corregida, en el tomo 4. ° de Flórez, en la Ilustración de Idacio, al hablar de su obispado. Esto ya va largo y no es razón cansar más a V.S., a quien me ofresco con toda voluntad, rogando a nuestro Señor guarde a V.S. muchos años. Besa la mano de V.S. su más atento servidor Joseph Cornide."
128;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2988#";7/12/1782 0:00:00;"Madrid";"Gijón";"Tomás Menéndez Jove?";;1782;"Mi estimado amigo y dueño: Ayer llegó a mis manos la de usted de 26 del pasado, y con ella la representación del ayuntamiento, que inmediatamente puse en manos del señor conde de Campomanes, hablándole en el asunto con eficacia. Su ilustrísima me ofreció darle curso y examinar a su tiempo el expediente para dar el dictamen que le pareciere más favorable. Yo estaré a la mira para hacer su recuerdo, y ayudado del amigo don Juan de Llanos haremos de agentes de este negocio. Otro se va a promover en que quiero que usted y los amigos se hallen enterados para proceder con buen acuerdo. El Banco nacional se va a abrir para el año próximo, y no siendo suficiente el número de acciones que han acudido hasta ahora, se buscan todos los medios posibles para completarlas. Entre otras ha llegado acá la noticia del fondo existente en esa villa del arbitrio destinado a los reparos del muelle, y el señor conde escribirá de oficio para que este fondo se traiga al Banco, y con él se compren las acciones que quepan en él. Es preciso hacerlo así, y yo creo que en ello nada se aventura, pues una vez abierto el Banco, el fondo quedará bien y seguramente colocado. Lo que importa es aprovechar esta ocasión para sacar de ella algún partido: el que me parece a mí más ventajoso es que al tiempo que se haga la proposición se pida a S.M. facultad para invertir en los plantíos y demás obras proyectadas los réditos de las acciones del Banco, que serán ya el cuatro, y ya el seis o el ocho por ciento; con esto tenemos una suma segura para dedicar a este objeto, y, contando sobre ella, es muy fácil lograr otra facultad para gastar de algún otro fondo con calidad de reintegro, que deberá hacerse de estos réditos. Todo sin perjuicio de las proposiciones que tengo dichas. Solís pareció por fin y llevó una fraterna de lo lindo: en suma le dije que si llegaba el caso de que se le separase de la agencia, no sólo no lo extrañase, sino que creyese que yo tenía la principal parte en esta separación, pues estaba muy disgustado de su mal cumplimiento. Sin embargo, ustedes hagan lo que quieran; pero si hubieran de mudar de mano, tengan presente a mi paisanito que hay aquí, llamado don Pedro Cifuentes, que tiene mucha introducción en las oficinas y lo hará como ninguno. Su cuñadito de usted me ha visto un día muy de paso y me entregó su carta. Después no ha parecido, aunque le dije que viniese sin embarazo cuando quisiese, y aunque don Ambrosio se lo repitió de mi parte. Dicen que es muy corto de genio. Usted crea que yo le serviré en todo cuanto pueda, y así se lo puede asegurar para que en la ocasión me busque con confianza. Tengo entendido que los destajistas de nuestros tramos van muy despacio, y que nuestro amigo el señor Llanos no los apremia mucho; es menester que en esto no haya contemplación alguna. Sus contratas están claras, y pues hay justicia, debe cesar toda contemplación. También sé que hay disimulo en el punto de relleno, y esto es demasiado esencial para descuidado. Es menester observar a la letra las condiciones, diga lo que quiera el director y los interesados; el camino durará un siglo más si se trabaja con el rigor de los pactos y condiciones. Diga usted de mi parte al señor don Pedro que por Dios vele sobre esto, y no tenga condescendencia alguna, que su genio es muy blando y que su comisión pide un poco de dureza, que en esto interesa mucho nuestra villa, y que los de Oviedo se glorían de que por allá hay más actividad y más exactitud. No hay que detenerla representación sobre paredón y demás pendiente, ni que detenerse en enviarlas por mi mano. Llanos y yo agenciaremos por ahora, y en todo caso es menester tomar partido en cuanto a agente, porque este punto no puede quedar en incertidumbre. Tengo propuesto al señor conde el pensamiento de feria, que le ha parecido muy bien, y me ha dicho que se podrá lograr enteramente franca. Lo que es menester es que ustedes vean si esto se podrá hacer compatible con la permanencia de las rentas y sus productos, pues es el único inconveniente que puede oponerse a estas ventajas. Su ilustrísima es de opinión de que no se debe esperar la paz para pedir esta gracia. Dígame usted si piensan lo mismo, y avísenme para que yo envíe una instrucción del modo con que se debe hacer el pedimento. Becerra está malo, pero me ha ofrecido no dar curso al expediente hasta que nos pongamos de acuerdo. Ya no es regular que se despache hasta después de vacaciones. Yo estoy a la mira en este punto, y así no hay que tener cuidado, porque su ilustrísima está en él bien prevenido. Dé usted a mi nombre las gracias al señor cura de Murdas por las monedas y notas, y le puede asegurar que en cuanto a esto último está trabajada una biblioteca de autores asturianos que es muy completa; pero que acaso sus apuntamientos traerán noticias de algún autor no comprendido en ella. Mil besos al chiquitín, mil expresiones a la parienta, y mande usted cuanto guste a su más afecto amigo Jovellanos. El asunto de acciones del Banco merece ser tratado con reserva, y sólo entre los amigos."
129;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2984#";6/11/1782 0:00:00;"Madrid";"Gijón";"Tomás Menéndez Jove?";;1782;"Mi estimadísimo amigo y dueño: De intento he suspendido la contestación a su apreciable carta de 23 del pasado, hasta poder hablarle con alguna certeza de los varios puntos que contiene. Lo hago ahora, más libre de las faenas de recién llegado, y muy bien enterado de las intenciones de nuestro ilustrísimo protector, con quien he hablado dos o tres veces de nuestras cosas. Doy mil gracias a ese ilustre ayuntamiento por lo que ha honrado mi papel, recompensando con la absoluta aceptación de mis proposiciones el buen deseo con que las hice. Mi hermana me insinúa en una suya que se pensaba en imprimirle, y aunque usted nada me dice de esto, por si fuere cierto, le prevengo que de ningún modo se haga, por no despertar la envidia de nuestros malquerientes de dentro y fuera de casa; antes, por el contrario, conviene no hablar mucho de nuestras ideas, y trabajando silenciosamente en su ejecución, darles algún día el parchazo de verlas realizadas a despecho suyo. El señor conde aprueba el pensamiento de nuevo paredón y cerca, y es de sentir que el primero se solicite en los mismos términos que el que se ha ejecutado hasta el frente de Begoña. A esto añado yo que debemos pensar en que la cerca se haga de mampostería y por el mismo medio; a cuyo fin, cuando se proponga la necesidad de hacer el paredón proyectado, valiéndose para ello de los materiales y peones que sobran de la limpia de la dársena, se podrá añadir que, puesto que el otro paredón no libra todavía la población del riesgo de las arenas, es indispensable tirar desde él una cerca de piedra de tres varas de alto hasta la nueva puerta de la villa, con lo cual quedará ésta enteramente segura. Bien explicado este pensamiento, y bien expuesta la necesidad e importancia de su ejecución, creo que bastará para lograr cuanto deseamos. Y si así fuere, la villa podrá desde luego proceder al señalamiento de calles y alineación de suertes y su distribución, sin pedir licencia previa al Consejo, sino dándole cuenta a su tiempo, y pidiendo su aprobación. Para los demás puntos de fuente y plantíos, es su ilustrísima de dictamen que se proponga usar del arbitrio de la sidra, y no del destinado a los reparos del muelle. Le tengo prevenido para que no estime las maliciosas contradicciones de esos díscolos, y por su parte creo que hará bien poco caso de ellas; y en todo caso, el otro arbitrio debe quedar reservado como un recurso para cuando falten otros. Supongo que esta última pretensión debe venir por Becerra, y la primera por Salazar. Su ilustrísima ha significado que dirá al Consejo que en todos estos apuntes se me puede pedir a mí informe, respecto a que me hallo bien enterado de la situación de la villa, y si el Consejo defiriere a este medio, podemos prometernos que todo vaya con brevedad y viento en popa, y tendremos el gusto de hacer muchas cosas útiles y buenas en beneficio de ese hermoso país, a pesar de los envidiosos y malcontentos. Del encono de éstos hacia usted he dicho muchas cosas a su ilustrísima, enterándole muy por menor de las infundadas pretensiones y siniestros deseos. Conoce que la razón está de nuestra parte, y yo creo que ya no será fácil que los otros le sorprendan, con tal que a mí se me avise a tiempo del curso de los expedientes. El caso es que aún no he visto el pelo a Solís, y no sé si acaso habrá venido a verme cuando yo estoy fuera. Es menester avivar por ahí la obra de la carretera, y hacer que se verifique el relleno de arena antes que se inunde el Homedal, para que el relleno haga buen asiento y pueda trabajarse sobre él al próximo agosto; entretanto puede hacerse y adornarse la plazuela y la puerta, cuyas obras correrán en todo tiempo si quieren sus autores. A los señores don Pedro, don José y don Francisco de Llanos, al señor don Gregorio Menéndez y a todos los demás buenos amigos y paisanos, dirá usted en mi nombre mil finas cosas, asegurándoles de mi reconocimiento a su inclinación y buena memoria, y de mis sinceros deseos de complacerlos y servirlos. Celebro que usted vea aumentada su sucesión tan felizmente, y le deseo en compañía de su esposa y chiquitines mil satisfacciones. Nada digo de mi viaje, porque las cartas de casa habrán enterado a todos de los sucesos y rumbos de él. Lo cierto es que yo he llegado muy bueno, y según dicen gordo. Sigo sin novedad, pero estaría más contento en Gijón que en este piélago de confusiones y bullicios. En él y en todas partes debe usted creerme su amigo y apasionado, y en fe de esta verdad mandar con la más amplia confianza a su afectísimo Jovellanos."
130;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2990#";20/12/1782 0:00:00;"Gijón";"Madrid";;"Tomás Menéndez Jove";1782;"Mi más estimado y venerado dueño: He recibido en Oviedo la muy apreciable de V.S., en que me contesta sobre los asuntos pendientes consabidos y sobre los demás proyectos tratados. Agradezco como debo la atención que le merecen todos y el particular cuidado que ha puesto en el de Tesorería, de cuyo cuidado espero saldremos luego, así por lo que V.S. avisa como por lo que escriben en este correo los amigos y el resucitado agente Solís, a quien parece ha hecho mucha impresión la repasata que V.S. le ha puesto, pues desde entonces escribe con más frecuencia, protestando siempre ser más activo que hasta ahora, sin duda por el temor que concibió de que si (sic)se le abandonase, pues ofrece pasar con frecuencia noticia a V.S. de lo que en nuestras dependencias ocurra. No obstante todo esto no puedo tener de él, por lo pasado, las mayores confianzas y desde luego se habilitaría al paisano y amigo don Pedro Cifuentes para cuidar de todas nuestras dependencias, si no tuviésemos en poder del mismo Solís una porción de dinero, que sería perdido mudando de mano antes de darle lugar de consumirlo en los encargos pendientes, por lo que son de sentir estos señores el que se suspenda su remoción hasta que los concluya. Al mismo tiempo que V.S. me avisa haberse informado al Consejo de que teníamos existentes del producto de los arbitrios del puerto de 50 a 60 mil reales, llegó la orden al Sr. Regente y a la villa para que se ponga todo este importe en el Banco Nacional; pero como el informe ha sido fuera de toda verdad, pues sólo tiene producido dicho arbitrio hasta fin del año próximo pasado 37.627 reales y 24 maravedises, y éstos con alguna más cantidad se hallan invertidos en la paga de la extraordinaria contribución y de los utensilios de la tropa que se nos ha repartido, es imposible dar cumplimiento a la orden del Consejo, a quien, para acreditar la verdad de este hecho, se remitirá certificación de la producción resultante de cuentas y de los recibos de dichas pagas. Tendríamos todos muchísimo gusto en poder contribuir a un asunto de tanta importancia para beneficio del público, y en prueba de ser así se ha deliberado vencer el imposible tomando de los arbitrios de fuentes seis mil reales, para las acciones que correspondan a este capital, y con este motivo se hace la súplica a S.M. de que se sirva de conceder real facultad para invertir sus réditos, aunque suplirán poco, a beneficio del público en los plantíos de carretera y paseos, y en la construcción de una pared que cierre y contenga las arenas desde el extremo del paredón de S. Lorenzo hasta la nueva Puerta de la Villa; también se suplica la continuación de los expresados arbitrios de fuentes para la conclusión de sus obras y hasta el reemplazo a los del puerto y haber redimido los capitales de censos que sobre ellos se hallan impuestos, aprovechando la ocasión que ofrece la orden del Consejo que previene se proponga la aplicación de los réditos que produzcan las acciones a beneficio del público. Acabando de poner el capítulo antecedente llegó a mi casa el amigo y señor don Pedro de Llanos, a quien se le he leído, y puso justamente el reparo de que los réditos de las acciones que se pondrán en el banco será bastante si producen para el plantío de árboles, y que por lo mismo sujetarán en su acuerdo los gastos de la pared que se desea tirar desde el extremo del paredón de S. Lorenzo a la Puerta de la Villa a la producción de los arbitrios de fuentes, en la continuación que se pretende de ellos para los demás asuntos arriba insinuados. Aunque tenemos hablado sobre el asunto del Banco y pensado que la Junta de proprios y arbitrios acuerde lo que llevo expuesto, ésta no se ha formalizado hasta ahora, porque esperaron que llegase yo de Oviedo, como lo hice en el día de ayer, para entrar antes en conferencia sobre el caso. Quisiéramos tener muchas más facultades para contribuir con mayores cantidades y poder agradar en ello a S.I. y a V.S., y que este modo de pensar o de proponer no les desagradara ni se tuviera por intempestiva la pretensión de la continuación de dichos arbitrios para los fines insinuados; pero si no sucediere así esperamos que V.S. nos diga cómo, y que lo emprenderemos, como el que [si] se tuviere por bastante esta representación nos excusaremos de hacer otra, como antes se tenía pensado. Para la del paredón desde el de S. Lorenzo hasta ceñir el de la iglesia se formará acuerdo y se remitirá el poder para que se entable la pretensión luego que pasen vacaciones; pero se dirigirá a Solís por lo que arriba llevo dicho y porque creo que desea recobrar el crédito que había perdido. He leído al amigo y señor don Pedro de Llanos el capítulo de destajistas, con quienes sigue el apremio, así aquí como en Oviedo, a donde no tienen razón para contar ventajas a éstos, por lo que yo he visto. El caso es que hasta ahora pueden tener mucha disculpa por el malísimo tiempo que ha corrido de fuertes y continuas lluvias, pues en este año no hemos conocido el otoño; puede que pinte mejor el ivierno, pues van dos días más tratables. Como quiera, el destajo del Omedal se va cubriendo de arena en toda su linia hasta unirse con el destajo del de Avilés, bien que para el total relleno le falta muchísimo, pero se pondrá muy luego corriente todo el tramo para todo transeúnte con caballerías y carros, de modo que ya se presenta a la vista toda la hermosa linia que sale desde la calle hasta lo alto de Roces y en el próximo verano tendremos ya un paseo hermoso y dilatado en todo el camino que comprenden los actuales destajos; pero se teme que sea preciso suspender la obra por falta de dinero, pues me aseguró el señor Melgarejo que no se encontraba a censo, y tal vez sucederá esto porque los que tienen dinero pretendan tirar el tres por ciento; pero, aunque esto sería un grande rigor, será mayor la compasión de ver suspendida la obra. Don Ramón de Jove, que es comisario, con don Josef de Cueto, para buscar el dinero, se halla con otra comisión de más vanidad para él, que es la de reconocer con el Procurador General del Principado y con un religioso benedictino, que en el siglo fue ingeniero, la carretera general, por cuya ocupación no cuidará mucho del primer encargo ni al presente puede, porque ha días que han salido con una gran recámara de acémila con repostero a hacer el expresado reconocimiento, al que también llevaron al arquitecto Pruneda; pero según el tiempo ha estado después de su salida de Oviedo se cree allí que no hayan podido salir de alguno de los lugares de Lena, y que tendrán que ocuparse mucho tiempo y con muchísimo gasto en esta comisión, dudando muchos que por la nieve que hay en el puerto se pueda hacer con exactitud el reconocimiento y mucho más cuando tiene que hacerle también en el puerto de Piedrafita, que es por donde Fuertes había proyectado llevar el camino, y como esto es salir de la orden del señor conde de Floridablanca, lo tienen algunos por agüero de otros mayores desaciertos de la Diputación del Principado, adonde reina de ordinario la desunión. Hasta ahora no he tenido lugar de hablar con estos señores sobre el punto de feria franca para poder avisar a V.S. lo que quieran determinar, y suponiendo que quieran antes instruirse sobre si será perjudicial a las rentas de la villa, le daré parte a V.S. cuando le estén de lo que resuelvan. Es cierto que mi cuñadito es corto de genio, pero creo que contribuye también a no (le) haber vuelto a V.S. el que las tareas que tiene en su destino no le proporcionan las horas de hallarle en casa, pero no dejará que pueda lograr alguna de presentarse, pues sabe el mucho favor que yo le debo y que le puede esperar de V.S. Mi parienta hace la mayor estimación de las expresiones que V.S. le dispensa y a nuestros chicos, y todos le correspondemos con el más verdadero y entrañable afecto, anunciándole las próximas Pascuas llenas de las mayores felicidades y rogando a nuestro Señor guarde su vida muchos años. B. la m. de V.S. su más favorecido y apasionado servidor Tomás Menéndez Jove. A los amigos y señores don Julio de Llanos y don Ambrosio sírvase V.S. dar mil expresiones."
131;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2991#";21/12/1782 0:00:00;"Madrid";"Gijón";"Tomás Menéndez Jove?";;1782;"Amigo y señor: Hemos vencido. Ayer despachó el Consejo nuestro expediente de Tesorería, y salió como podíamos desear. El señor conde se ha portado. Su respuesta era muy favorable, y además, estando presente en el Consejo al tiempo de acordar el expediente, influyó mucho en su buena determinación. En fin, salió bien, y yo quedo muy gozoso. No esperaba el despacho antes de vacaciones, porque el sábado anterior no pudo asistir el señor Herreros, a quien yo tenía hablado, y fue preciso suspender; pero hubo antes de ayer un hueco, y Becerra, que estaba prevenido por mí, lo entró y despachó. Enhorabuena, y que rabien los decidentes. Cuídese usted mucho y mande a su afectísimo amigo J[ove] Ll[anos]. Felicísimos días."
132;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2992#";;;;;"Francisco Antonio de Larraza";1782;"Perdida. Estaba en la Biblioteca del Instituto de Jovellanos (SOMOZA, Catálogo, pág. 17). Trataba de la elección de prior de San Marcos de León. Podría ser anterior a dicha elección, que tuvo lugar en abril de 1782."
133;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2994#";28/1/1783 0:00:00;"Madrid";"Santiago de Compostela";"Antonio Páramo y Somoza";;1783;"Perdida. Citada en la carta de Páramo de 3 de marzo de 1783."
134;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2995#";29/1/1783 0:00:00;"Madrid";;"Josefa Jovellanos?";;1783;"Querida Pepa mía: Hoy nos hemos quedado sin cartas de Asturias, y esto me hace creer que han vuelto por allá las lluvias, pues sólo de este modo pudo haberse atrasado la valija. Por las del correo pasado supimos que ustedes estaban buenos, y por éste podemos avisar otro tanto de nuestra salud, que es, gracias a Dios, muy buena. Cuando veas a Menéndez podrás decirle que no le escribo hasta que esté de acuerdo con el señor Fiscal sobre los puntos de nuestras representaciones. Que entretanto me envíe una razón del tiempo en que se concedió el arbitrio de las fuentes, y otra de su producto anual, regulado por un quinquenio. Que yo mismo haré las representaciones, y que será de manera que dejemos la cosa bien segura; que también enviaré la instrucción para lo de la feria. Por acá nada hay de nuevo. Se habla mucho de paz, pero no acaba de verificarse; sin embargo, se espera, y con muy probables esperanzas. Doy mil besos a mi querida Velis, y saludo a madre y tíos, quedando tuyo de corazón, fino y afectísimo hermano Gaspar Melchor."
