"","V1"
"341",1
"342",5
"343",1
"344",3
"345",1
"346",5
"347",5
"348",4
"349",1
"350",3
"351",5
"352",2
"353",1
"354",3
"355",1
"356",3
"357",5
"358",1
"359",6
"360",1
"361",4
"362",1
"363",4
"364",2
"365",2
"366",5
"367",2
"368",2
"369",2
"370",5
"371",2
"372",3
"373",5
"374",4
"375",5
"376",1
"377",1
"378",5
"379",6
"380",1
"381",5
"382",1
"383",3
"384",3
"385",3
"386",5
"387",3
"388",3
"389",2
"390",5
"391",1
"392",2
"393",2
"394",4
"395",4
"396",2
"397",4
"398",4
"399",2
"400",5
"401",3
"402",2
"403",4
"404",3
"405",3
"406",5
"407",4
"408",4
"409",4
"410",2
"411",3
"412",4
"413",4
"414",4
"415",4
"416",4
"417",4
"418",4
"419",2
"420",4
"421",4
"422",4
"423",4
"424",4
"425",5
"426",3
"427",4
"428",2
"429",4
"430",3
"431",4
"432",4
"433",1
"434",4
"435",4
"436",4
"437",4
"438",2
"439",3
"440",4
"441",4
"442",4
"443",4
"444",4
"445",4
"446",4
"447",4
"448",4
"449",4
"450",4
"451",4
"452",3
"453",4
"454",2
"455",4
"456",4
"457",4
"458",4
"459",4
"460",4
"461",4
"462",5
"463",4
"464",4
"465",4
"466",2
"467",4
"468",4
"469",4
"470",4
"471",4
"472",4
"473",4
"474",4
"475",4
"476",4
"477",4
"478",4
"479",4
"480",4
"481",4
"482",4
"483",1
"484",5
"485",3
"486",4
"487",4
"488",4
"489",4
"490",4
"491",4
"492",4
"493",4
"494",4
"495",4
"496",4
"497",5
"498",4
"499",4
"500",2
"501",1
"502",3
"503",4
"504",4
"505",4
"506",1
"507",4
"508",6
"509",4
"510",4
"511",4
"512",3
"513",4
"514",4
"515",5
"516",4
"517",4
"518",4
"519",4
"520",4
"521",4
"522",4
"523",4
"524",5
"525",5
"526",4
"527",4
"528",1
"529",4
"530",2
"531",3
"532",3
"533",4
"534",4
"535",4
"536",4
"537",4
"538",4
"539",4
"540",4
"541",4
"542",4
"543",4
"544",1
"545",3
"546",4
"547",4
"548",4
"549",4
"550",4
"551",4
"552",4
"553",4
"554",4
"555",4
"556",4
"557",4
"558",4
"559",2
"560",4
"561",4
"562",5
"563",1
"564",1
"565",4
"566",5
"567",4
"568",4
"569",4
"570",4
"571",4
"572",4
"573",2
"574",4
"575",4
"576",4
"577",4
"578",4
"579",4
"580",4
"581",4
"582",3
"583",4
"584",1
"585",4
"586",5
"587",4
"588",4
"589",4
"590",5
"591",3
"592",4
"593",4
"594",4
"595",4
"596",4
"597",4
"598",4
"599",4
"600",3
"601",4
"602",4
"603",4
"604",4
"605",4
"606",4
"607",4
"608",4
"609",4
"610",4
"611",4
"612",5
"613",4
"614",4
"615",4
"616",4
"617",2
"618",3
"619",4
"620",1
"621",4
"622",4
"623",4
"624",4
"625",4
"626",4
"627",3
"628",1
"629",4
"630",4
"631",4
"632",4
"633",4
"634",4
"635",5
"636",4
"637",4
"638",4
"639",4
"640",4
"641",4
"642",4
"643",4
"644",4
"645",4
"646",4
"647",5
"648",4
"649",4
"650",4
"651",4
"652",4
"653",1
"654",5
"655",4
"656",4
"657",5
"658",4
"659",4
"660",4
"661",4
"662",4
"663",2
"664",4
"665",4
"666",4
"667",4
"668",4
"669",4
"670",4
"671",4
"672",4
"673",4
"674",4
"675",4
"676",4
"677",4
"678",4
"679",4
"680",4
"681",2
"682",4
"683",4
"684",4
"685",4
"686",2
"687",4
"688",4
"689",4
"690",4
"691",4
"692",4
"693",4
"694",4
"695",4
"696",4
"697",4
"698",4
"699",4
"700",4
"701",5
"702",4
"703",4
"704",4
"705",4
"706",4
"707",4
"708",4
"709",2
"710",2
"711",4
"712",4
"713",4
"714",2
"715",4
"716",4
"717",4
"718",4
"719",4
"720",4
"721",3
"722",2
"723",4
"724",2
"725",4
"726",4
"727",4
"728",4
"729",4
"730",4
"731",4
"732",4
"733",4
"734",4
"735",3
"736",4
"737",4
"738",4
"739",4
"740",4
"741",4
"742",4
"743",4
"744",4
"745",4
"746",4
"747",4
"748",4
"749",4
"750",4
"751",4
"752",4
"753",4
"754",2
"755",4
"756",4
"757",4
"758",3
"759",4
"760",3
"761",4
"762",4
"763",4
"764",2
"765",4
"766",4
"767",4
"768",2
"769",4
"770",4
"771",4
"772",4
"773",4
"774",1
"775",2
"776",4
"777",4
"778",4
"779",5
"780",4
"781",4
"782",4
"783",4
"784",4
"785",4
"786",4
"787",4
"788",4
"789",4
"790",4
"791",4
"792",4
"793",4
"794",2
"795",3
"796",4
"797",4
"798",4
"799",3
"800",4
"801",4
"802",4
"803",3
"804",4
"805",4
"806",4
"807",4
"808",4
"809",4
"810",4
"811",3
"812",4
"813",4
"814",4
"815",3
"816",4
"817",4
"818",4
"819",4
"820",4
"821",4
"822",4
"823",1
"824",4
"825",4
"826",4
"827",4
"828",4
"829",3
"830",4
"831",3
"832",4
"833",4
"834",4
"835",4
"836",4
"837",4
"838",4
"839",4
"840",4
"841",2
"842",4
"843",2
"844",4
"845",4
"846",4
"847",4
"848",4
"849",4
"850",4
"851",4
"852",4
"853",5
"854",1
"855",4
"856",1
"857",5
"858",4
"859",4
"860",4
"861",4
"862",4
"863",4
"864",4
"865",4
"866",4
"867",4
"868",4
"869",4
"870",4
"871",4
"872",4
"873",4
"874",4
"875",4
"876",4
"877",4
"878",1
"879",5
"880",4
"881",4
"882",4
"883",4
"884",1
"885",4
"886",4
"887",4
"888",4
"889",4
"890",4
"891",4
"892",4
"893",4
"894",2
"895",4
"896",4
"897",2
"898",4
"899",4
"900",4
"901",4
"902",4
"903",4
"904",4
"905",4
"906",4
"907",4
"908",4
"909",4
"910",4
"911",1
"912",4
"913",4
"914",4
"915",4
"916",4
"917",4
"918",4
"919",4
"920",4
"921",4
"922",4
"923",4
"924",4
"925",4
"926",4
"927",2
"928",4
"929",4
"930",4
"931",4
"932",4
"933",1
"934",4
"935",4
"936",4
"937",4
"938",4
"939",4
"940",4
"941",4
"942",4
"943",4
"944",4
"945",4
"946",4
"947",4
"948",4
"949",4
"950",4
"951",4
"952",4
"953",4
"954",4
"955",4
"956",4
"957",1
"958",4
"959",4
"960",4
"961",4
"962",4
"963",4
"964",5
"965",4
"966",4
"967",1
"968",4
"969",4
"970",4
"971",1
"972",4
"973",4
"974",1
"975",4
"976",4
"977",3
"978",1
"979",4
"980",4
"981",5
"982",4
"983",4
"984",5
"985",5
"986",4
"987",4
"988",4
"989",4
"990",4
"991",4
"992",2
"993",5
"994",4
"995",4
"996",3
"997",4
"998",4
"999",4
"1000",4
"1001",2
"1002",4
"1003",2
"1004",4
"1005",4
"1006",4
"1007",3
"1008",4
"1009",4
"1010",4
"1011",4
"1012",4
"1013",3
"1014",4
"1015",4
"1016",4
"1017",2
"1018",5
"1019",4
"1020",4
"1021",4
"1022",3
"1023",4
"1024",4
"1025",4
"1026",4
"1027",4
"1028",4
"1029",4
"1030",4
"1031",2
"1032",4
"1033",4
"1034",4
"1035",3
"1036",4
"1037",2
"1038",4
"1039",4
"1040",4
"1041",4
"1042",2
"1043",4
"1044",5
"1045",4
"1046",4
"1047",4
"1048",4
"1049",4
"1050",4
"1051",4
"1052",4
"1053",4
"1054",4
"1055",4
"1056",4
"1057",4
"1058",4
"1059",3
"1060",4
"1061",4
"1062",4
"1063",4
"1064",4
"1065",5
"1066",4
"1067",4
"1068",3
"1069",5
"1070",3
"1071",4
"1072",4
"1073",4
"1074",4
"1075",4
"1076",4
"1077",4
"1078",4
"1079",4
"1080",4
"1081",5
"1082",4
"1083",1
"1084",5
"1085",5
"1086",5
"1087",1
"1088",2
"1089",4
"1090",5
"1091",5
"1092",4
"1093",5
"1094",4
"1095",4
"1096",3
"1097",5
"1098",5
"1099",5
"1100",5
"1101",5
"1102",4
"1103",5
"1104",5
"1105",5
"1106",5
"1107",3
"1108",3
"1109",5
"1110",5
"1111",5
"1112",5
"1113",2
"1114",3
"1115",5
"1116",5
"1117",3
"1118",3
"1119",5
"1120",1
"1121",4
"1122",5
"1123",4
"1124",4
"1125",4
"1126",4
"1127",4
"1128",3
"1129",4
"1130",3
"1131",1
"1132",4
"1133",1
"1134",4
"1135",1
"1136",1
"1137",2
"1138",1
"1139",5
"1140",6
"1141",4
"1142",4
"1143",3
"1144",5
"1145",4
"1146",3
"1147",3
"1148",3
"1149",4
"1150",4
"1151",5
"1152",3
"1153",5
"1154",5
"1155",3
"1156",3
"1157",1
"1158",3
"1159",3
"1160",5
"1161",3
"1162",3
"1163",2
"1164",1
"1165",5
"1166",5
"1167",2
"1168",4
"1169",4
"1170",3
"1171",4
"1172",5
"1173",4
"1174",5
"1175",2
"1176",3
"1177",3
"1178",3
"1179",3
"1180",3
"1181",1
"1182",4
"1183",6
"1184",3
"1185",4
"1186",4
"1187",1
"1188",3
"1189",5
"1190",3
"1191",1
"1192",4
"1193",1
"1194",1
"1195",4
"1196",5
"1197",4
"1198",3
"1199",1
"1200",5
"1201",4
"1202",3
"1203",3
"1204",4
"1205",3
"1206",3
"1207",4
"1208",5
"1209",5
"1210",3
"1211",3
"1212",4
"1213",5
"1214",3
"1215",5
"1216",5
"1217",3
"1218",5
"1219",5
"1220",4
"1221",2
"1222",3
"1223",5
"1224",2
"1225",4
"1226",5
"1227",3
"1228",3
"1229",3
"1230",3
"1231",3
"1232",5
"1233",5
"1234",1
"1235",2
"1236",5
"1237",2
"1238",3
"1239",6
"1240",5
"1241",5
"1242",1
"1243",3
"1244",3
"1245",3
"1246",5
"1247",3
"1248",1
"1249",3
"1250",3
"1251",3
"1252",5
"1253",5
"1254",3
"1255",2
"1256",5
"1257",5
"1258",3
"1259",5
"1260",2
"1261",2
"1262",6
"1263",2
"1264",3
"1265",1
"1266",4
"1267",2
"1268",2
"1269",5
"1270",2
"1271",5
"1272",5
"1273",5
"1274",3
"1275",3
"1276",3
"1277",1
"1278",1
"1279",1
"1280",3
"1281",5
"1282",5
"1283",5
"1284",3
"1285",3
"1286",1
"1287",1
"1288",3
"1289",3
"1290",5
"1291",3
"1292",2
"1293",3
"1294",2
"1295",3
"1296",2
"1297",3
"1298",5
"1299",5
"1300",3
"1301",3
"1302",3
"1303",3
"1304",3
"1305",1
"1306",5
"1307",1
"1308",1
"1309",1
"1310",1
"1311",3
"1312",5
"1313",3
"1314",5
"1315",5
"1316",5
"1317",6
"1318",5
"1319",1
"1320",3
"1321",3
"1322",2
"1323",2
"1324",4
"1325",1
"1326",4
"1327",4
"1328",4
"1329",4
"1330",1
"1331",1
"1332",4
"1333",4
"1334",1
"1335",4
"1336",4
"1337",1
"1338",1
"1339",4
"1340",4
"1341",4
"1342",4
"1343",1
"1344",4
"1345",2
"1346",4
"1347",4
"1348",4
"1349",3
"1350",4
"1351",4
"1352",4
"1353",4
"1354",4
"1355",4
"1356",3
"1357",1
"1358",4
"1359",4
"1360",4
"1361",4
"1362",2
"1363",4
"1364",4
"1365",4
"1366",4
"1367",4
"1368",1
"1369",4
"1370",1
"1371",2
"1372",1
"1373",1
"1374",4
"1375",4
"1376",1
"1377",1
"1378",1
"1379",4
"1380",4
"1381",4
"1382",4
"1383",2
"1384",4
"1385",1
"1386",1
"1387",1
"1388",1
"1389",4
"1390",1
"1391",4
"1392",4
"1393",4
"1394",6
"1395",4
"1396",4
"1397",1
"1398",1
"1399",4
"1400",1
"1401",2
"1402",1
"1403",2
"1404",4
"1405",1
"1406",2
"1407",4
"1408",1
"1409",1
"1410",4
"1411",1
"1412",1
"1413",4
"1414",2
"1415",5
"1416",1
"1417",1
"1418",1
"1419",2
"1420",2
"1421",1
"1422",4
"1423",2
"1424",1
"1425",2
"1426",5
"1427",1
"1428",1
"1429",1
"1430",1
"1431",2
"1432",4
"1433",2
"1434",1
"1435",4
"1436",2
"1437",1
"1438",6
"1439",1
"1440",2
"1441",4
"1442",4
"1443",4
"1444",1
"1445",2
"1446",1
"1447",4
"1448",5
"1449",4
"1450",5
"1451",1
"1452",1
"1453",4
"1454",1
"1455",2
"1456",1
"1457",1
"1458",4
"1459",1
"1460",1
"1461",4
"1462",4
"1463",1
"1464",1
"1465",5
"1466",1
"1467",2
"1468",2
"1469",1
"1470",1
"1471",1
"1472",4
"1473",4
"1474",4
"1475",4
"1476",1
"1477",4
"1478",3
"1479",2
"1480",1
"1481",4
"1482",1
"1483",2
"1484",1
"1485",4
"1486",5
"1487",4
"1488",2
"1489",4
"1490",1
"1491",2
"1492",1
"1493",3
"1494",6
"1495",4
"1496",4
"1497",2
"1498",4
"1499",4
"1500",4
"1501",1
"1502",4
"1503",4
"1504",2
"1505",4
"1506",4
"1507",4
"1508",4
"1509",4
"1510",4
"1511",4
"1512",4
"1513",4
"1514",4
"1515",4
"1516",2
"1517",1
"1518",4
"1519",4
"1520",2
"1521",5
"1522",1
"1523",4
"1524",2
"1525",4
"1526",1
"1527",4
"1528",4
"1529",2
"1530",4
"1531",4
"1532",1
"1533",5
"1534",1
"1535",2
"1536",1
"1537",4
"1538",4
"1539",4
"1540",4
"1541",1
"1542",4
"1543",1
"1544",5
"1545",2
"1546",1
"1547",4
"1548",4
"1549",1
"1550",4
"1551",2
"1552",4
"1553",1
"1554",2
"1555",1
"1556",4
"1557",4
"1558",2
"1559",4
"1560",4
"1561",2
"1562",2
"1563",3
"1564",1
"1565",2
"1566",4
"1567",4
"1568",4
"1569",2
"1570",4
"1571",2
"1572",1
"1573",2
"1574",4
"1575",4
"1576",4
"1577",4
"1578",2
"1579",4
"1580",2
"1581",4
"1582",4
"1583",6
"1584",4
"1585",5
"1586",4
"1587",4
"1588",4
"1589",2
"1590",4
"1591",1
"1592",4
"1593",4
"1594",5
"1595",1
"1596",2
"1597",4
"1598",4
"1599",4
"1600",2
"1601",5
"1602",5
"1603",1
"1604",1
"1605",1
"1606",1
"1607",2
"1608",4
"1609",2
"1610",4
"1611",4
"1612",4
"1613",2
"1614",4
"1615",2
"1616",1
"1617",1
"1618",2
"1619",4
"1620",4
"1621",4
"1622",2
"1623",1
"1624",2
"1625",5
"1626",2
"1627",2
"1628",4
"1629",3
"1630",2
"1631",2
"1632",4
"1633",2
"1634",4
"1635",4
"1636",1
"1637",4
"1638",4
"1639",4
"1640",1
"1641",2
"1642",2
"1643",1
"1644",1
"1645",2
"1646",2
"1647",2
"1648",4
"1649",1
"1650",2
"1651",4
"1652",4
"1653",4
"1654",4
"1655",4
"1656",6
"1657",4
"1658",2
"1659",1
"1660",4
"1661",4
"1662",2
"1663",1
"1664",4
"1665",4
"1666",5
"1667",1
"1668",5
"1669",1
"1670",4
"1671",4
"1672",1
"1673",1
"1674",1
"1675",5
"1676",4
"1677",4
"1678",4
"1679",4
"1680",2
"1681",1
"1682",2
"1683",4
"1684",4
"1685",5
"1687",4
"1688",5
"1689",5
"1690",1
"1691",5
"1692",5
"1693",6
"1694",4
"1695",3
"1696",5
"1697",5
"1698",1
"1699",5
"1700",5
"1701",6
"1702",5
"1703",6
"1705",5
"1706",6
"1707",5
"1708",1
"1709",5
"1710",1
"1711",1
"1712",6
"1713",6
"1714",5
"1715",5
"1716",1
"1717",6
"1718",4
"1719",5
"1720",6
"1721",3
"1722",3
"1723",3
"1724",3
"1725",5
"1726",5
"1727",6
"1728",5
"1729",5
"1730",2
"1731",6
"1732",6
"1733",5
"1734",6
"1735",6
"1736",4
"1737",6
"1738",6
"1739",5
"1740",6
"1741",1
"1742",1
"1743",6
"1744",6
"1745",6
"1746",6
"1747",5
"1748",6
"1749",6
"1750",6
"1751",6
"1752",6
"1753",6
"1754",6
"1755",6
"1756",6
"1757",3
"1758",6
"1759",6
"1760",6
"1761",5
"1762",6
"1763",6
"1764",6
"1765",5
"1766",6
"1767",6
"1768",6
"1769",6
"1770",6
"1771",6
"1772",6
"1773",6
"1774",6
"1775",1
"1776",6
"1777",6
"1778",6
"1779",5
"1780",5
"1781",6
"1782",6
"1783",6
"1784",4
"1785",6
"1786",6
"1787",6
"1788",6
"1789",6
"1790",6
"1791",6
"1792",6
"1793",6
"1794",6
"1795",6
"1796",6
"1797",6
"1798",6
"1799",6
"1800",6
"1801",6
"1802",6
"1803",6
"1804",6
"1805",6
"1806",6
"1807",6
"1808",6
"1809",1
"1810",5
"1811",6
"1812",5
"1813",6
"1814",3
"1815",6
"1816",6
"1817",6
"1818",6
"1819",6
"1820",6
"1821",6
"1822",6
"1823",6
"1824",6
"1825",6
"1826",6
"1827",6
"1828",6
"1829",6
"1830",6
"1831",6
"1832",6
"1833",6
"1834",6
"1835",6
"1836",6
"1837",6
"1838",6
"1839",6
"1840",6
"1841",6
"1842",6
"1843",6
"1844",6
"1845",6
"1846",6
"1847",6
"1848",6
"1849",6
"1850",6
"1851",6
"1852",6
"1853",6
"1854",6
"1855",6
"1856",6
"1857",6
"1858",6
"1859",6
"1860",6
"1861",6
"1862",2
"1863",6
"1864",6
"1865",6
"1866",6
"1867",6
"1868",6
"1869",4
"1870",6
"1871",6
"1872",6
"1873",6
"1874",6
"1875",6
"1876",6
"1877",6
"1878",6
"1879",6
"1880",6
"1881",6
"1882",6
"1883",1
"1884",6
"1885",6
"1886",6
"1887",6
"1888",5
"1889",5
"1890",6
"1891",6
"1892",4
"1893",5
"1894",1
"1895",6
"1896",5
"1897",5
"1898",6
"1899",6
"1900",1
"1901",6
"1902",6
"1903",6
"1904",6
"1905",6
"1906",6
"1907",6
"1908",6
"1909",6
"1910",6
"1911",6
"1912",6
"1913",6
"1914",1
"1915",6
"1916",5
"1917",6
"1918",6
"1919",6
"1920",6
"1921",6
"1922",5
"1923",6
"1924",6
"1925",6
"1926",6
"1927",2
"1928",6
"1929",6
"1930",6
"1931",6
"1932",6
"1933",5
"1934",6
"1935",6
"1936",6
"1937",6
"1938",4
"1939",6
"1940",6
"1941",6
"1942",6
"1943",6
"1944",6
"1945",6
"1946",6
"1947",6
"1948",6
"1949",6
"1950",6
"1951",6
"1952",6
"1953",6
"1954",6
"1955",6
"1956",6
"1957",5
"1958",6
"1959",6
"1960",6
"1961",6
"1962",6
"1963",6
"1964",4
"1965",6
"1966",6
"1967",6
"1968",6
"1969",6
"1970",1
"1971",5
"1972",6
"1973",6
"1974",5
"1975",5
"1976",5
"1977",6
"1978",5
"1979",6
"1980",5
"1981",5
"1982",3
"1983",5
"1984",6
"1985",5
"1986",5
"1987",5
"1988",5
"1989",5
"1990",6
"1991",5
"1992",5
"1993",6
"1994",6
"1995",5
"1996",5
"1997",1
"1998",6
"1999",6
"2000",6
"2001",6
"2002",5
"2003",6
"2004",5
"2005",6
"2006",5
"2007",5
"2008",6
"2009",1
"2010",6
"2011",6
"2012",6
"2013",6
"2014",6
"2015",6
"2016",5
"2017",3
"2018",6
"2019",6
"2020",5
"2021",1
"2022",4
"2023",6
"2024",1
"2025",1
"2026",5
"2027",5
"2028",6
"2029",6
"2030",5
"2031",5
"2032",6
"2033",6
"2034",3
"2035",3
"2036",5
"2037",5
"2038",5
"2039",5
"2040",3
"2041",1
"2042",3
"2043",4
"2044",4
"2045",4
"2046",2
"2047",4
"2048",4
"2049",1
"2050",4
"2051",1
"2052",4
"2053",4
"2054",4
"2055",4
"2056",4
"2057",2
"2058",2
"2059",1
"2060",2
"2061",2
"2062",2
"2063",6
"2064",2
"2068",1
"2069",6
"2070",5
"2071",1
"2072",1
"2073",1
"2074",1
"2075",5
"2076",4
"2077",5
"2078",4
"2079",4
"2080",5
"2081",5
"2082",5
"2083",5
"2084",5
"2085",4
"2086",5
"2087",5
"2088",2
"2089",3
"2090",3
"2091",2
"2092",1
"2093",4
"2094",5
"2095",4
"2096",1
"2097",1
"2098",3
"2099",3
"2100",5
"2101",5
"2102",3
"2103",5
"2104",5
"2105",3
"2106",3
"2107",5
"2108",1
"2109",4
"2110",5
"2111",2
"2112",5
"2113",3
"2114",5
"2115",5
"2116",1
"2117",3
"2118",4
"2119",6
"2120",6
"2121",2
"2122",2
"2123",3
"2124",1
"2125",5
"2126",3
"2127",4
"2128",5
"2129",4
"2130",5
"2131",1
"2132",6
"2133",6
