"","V1"
"643",7
"644",3
"645",3
"646",3
"647",7
"648",3
"649",3
"650",1
"651",3
"652",3
"653",3
"654",7
"655",3
"656",3
"657",7
"658",3
"659",3
"660",3
"661",3
"662",3
"663",2
"664",3
"665",3
"666",3
"667",3
"668",3
"669",3
"670",3
"671",3
"672",3
"673",3
"674",3
"675",3
"676",3
"677",3
"678",3
"679",3
"680",3
"681",3
"682",3
"683",3
"684",3
"685",3
"686",2
"687",3
"688",3
"689",3
"690",3
"691",3
"692",3
"693",3
"694",3
"695",3
"696",3
"697",3
"698",3
"699",3
"700",3
"701",7
"702",3
"703",3
"704",3
"705",3
"706",3
"707",3
"708",3
"709",1
"710",1
"711",3
"712",3
"713",3
"714",2
"715",3
"716",3
"717",3
"718",3
"719",3
"720",3
"721",3
"722",3
"723",3
"724",2
"725",3
"726",3
"727",3
"728",3
"729",3
"730",3
"731",3
"732",3
"733",3
"734",3
"735",3
"736",3
"737",3
"738",3
"739",3
"740",3
"741",3
"742",3
"743",3
"744",3
"745",3
"746",3
"747",3
"748",3
"749",3
"750",3
"751",3
"752",3
"753",3
"754",3
"755",3
"756",3
"757",3
"758",4
"759",3
"760",4
"761",3
"762",3
"763",3
"764",1
"765",3
"766",3
"767",3
"768",3
"769",3
"770",3
"771",3
"772",3
"773",3
"774",7
"775",2
"776",3
"777",3
"778",3
"779",7
"780",3
"781",3
"782",3
"783",3
"784",3
"785",3
"786",3
"787",3
"788",3
"789",3
"790",7
"791",3
"792",3
"793",3
"794",2
"795",4
"796",6
"797",3
"798",3
"799",3
"800",3
"801",3
"802",6
"803",5
"804",3
"805",3
"806",3
"807",3
"808",3
"809",3
"810",3
"811",4
"812",3
"813",3
"814",3
"815",4
"816",3
"817",3
"818",3
"819",3
"820",3
"821",3
"822",3
"823",4
"824",3
"825",3
"826",3
"827",3
"828",3
"829",4
"830",3
"831",7
"832",3
"833",3
"834",3
"835",3
"836",3
"837",3
"838",3
"839",3
"840",3
"841",4
"842",4
"843",2
"844",3
"845",3
"846",3
"847",3
"848",3
"849",3
"850",3
"851",3
"852",3
"853",1
"854",3
"855",3
"856",6
"857",7
"858",1
"859",3
"860",3
"861",3
"862",3
"863",3
"864",3
"865",3
"866",3
"867",3
"868",3
"869",3
"870",3
"871",3
"872",3
"873",3
"874",3
"875",3
"876",3
"877",3
"878",4
"879",7
"880",3
"881",3
"882",3
"883",3
"884",2
"885",3
"886",3
"887",3
"888",3
"889",3
"890",3
"891",3
"892",3
"893",3
"894",2
"895",3
"896",3
"897",7
"898",3
"899",3
"900",3
"901",3
"902",3
"903",3
"904",3
"905",3
"906",3
"907",3
"908",3
"909",3
"910",3
"911",3
"912",3
"913",3
"914",3
"915",3
"916",3
"917",3
"918",3
"919",3
"920",3
"921",3
"922",3
"923",3
"924",3
"925",3
"926",3
"927",3
"928",3
"929",3
"930",3
"931",3
"932",3
"933",6
"934",3
"935",3
"936",3
"937",3
"938",3
"939",3
"940",3
"941",3
"942",3
"943",3
"944",3
"945",3
"946",3
"947",6
"948",3
"949",3
"950",3
"951",3
"952",3
"953",3
"954",3
"955",3
"956",3
"957",6
"958",3
"959",3
"960",3
"961",3
"962",3
"963",3
"964",7
"965",3
"966",3
"967",3
"968",3
"969",3
"970",3
"971",3
"972",3
"973",3
"974",1
"975",3
"976",3
"977",3
"978",3
"979",3
"980",3
"981",7
"982",3
"983",3
"984",7
"985",4
"986",3
"987",3
"988",3
"989",3
"990",3
"991",3
"992",1
"993",7
"994",3
"995",3
"996",3
"997",3
"998",3
"999",3
"1000",3
"1001",3
"1002",3
"1003",4
"1004",6
"1005",3
"1006",3
"1007",4
"1008",3
"1009",3
"1010",3
"1011",3
"1012",3
"1013",7
"1014",3
"1015",3
"1016",3
"1017",6
"1018",7
"1019",3
"1020",3
"1021",3
"1022",2
"1023",3
"1024",3
"1025",3
"1026",7
"1027",2
"1028",3
"1029",3
"1030",3
"1031",3
"1032",3
"1033",3
"1034",3
"1035",2
"1036",3
"1037",4
"1038",3
"1039",3
"1040",3
"1041",3
"1042",4
"1043",3
"1044",3
"1045",3
"1046",3
"1047",4
"1048",3
"1049",3
"1050",3
"1051",3
"1052",3
"1053",3
"1054",6
"1055",3
"1056",3
"1057",3
"1058",3
"1059",7
"1060",3
"1061",3
"1062",3
"1063",3
"1064",3
"1065",3
"1066",3
"1067",3
"1068",1
"1069",4
"1070",3
"1071",3
"1072",3
"1073",3
"1074",3
"1075",3
"1076",3
"1077",3
"1078",3
"1079",1
"1080",3
"1081",7
"1082",3
"1083",1
"1084",7
"1085",5
"1086",7
"1087",5
"1088",3
"1089",3
"1090",7
"1091",7
"1092",3
"1093",6
"1094",3
"1095",3
"1096",2
"1097",7
"1098",7
"1099",7
"1100",7
"1101",6
"1102",3
"1103",7
"1104",7
"1105",7
"1106",7
"1107",4
"1108",7
"1109",7
"1110",7
"1111",2
"1112",7
"1113",1
"1114",7
"1115",7
"1116",2
"1117",7
"1118",7
"1119",7
"1120",6
"1121",6
"1122",7
"1123",6
"1124",6
"1125",7
"1126",6
"1127",6
"1128",3
"1129",6
"1130",7
"1131",6
"1132",6
"1133",6
"1134",6
"1135",6
"1136",6
"1137",4
"1138",6
"1139",7
"1140",6
"1141",6
"1142",1
"1143",7
"1144",7
"1145",7
"1146",7
"1147",7
"1148",7
"1149",7
"1150",7
"1151",7
"1152",7
"1153",7
"1154",7
"1155",7
"1156",7
"1157",2
"1158",7
"1159",7
"1160",7
"1161",6
"1162",7
"1163",2
"1164",3
"1165",7
"1166",7
"1167",2
"1168",1
"1169",7
"1170",7
"1171",7
"1172",7
"1173",6
"1174",7
"1175",7
"1176",4
"1177",7
"1178",7
"1179",3
"1180",3
"1181",7
"1182",3
"1183",5
"1184",7
"1185",7
"1186",6
"1187",1
"1188",7
"1189",7
"1190",7
"1191",2
"1192",7
"1193",2
"1194",1
"1195",7
"1196",7
"1197",7
"1198",4
"1199",2
"1200",7
"1201",7
"1202",7
"1203",7
"1204",3
"1205",7
"1206",7
"1207",7
"1208",7
"1209",1
"1210",4
"1211",7
"1212",7
"1213",7
"1214",7
"1215",7
"1216",7
"1217",7
"1218",7
"1219",7
"1220",7
"1221",2
"1222",7
"1223",7
"1224",2
"1225",3
"1226",7
"1227",7
"1228",2
"1229",7
"1230",7
"1231",7
"1232",3
"1233",6
"1234",1
"1235",2
"1236",7
"1237",2
"1238",7
"1239",7
"1240",4
"1241",7
"1242",4
"1243",7
"1244",4
"1245",2
"1246",7
"1247",4
"1248",2
"1249",2
"1250",7
"1251",7
"1252",7
"1253",7
"1254",7
"1255",2
"1256",7
"1257",7
"1258",4
"1259",7
"1260",2
"1261",1
"1262",7
"1263",3
"1264",2
"1265",1
"1266",7
"1267",2
"1268",2
"1269",6
"1270",2
"1271",7
"1272",4
"1273",7
"1274",7
"1275",7
"1276",7
"1277",1
"1278",3
"1279",1
"1280",3
"1281",7
"1282",7
"1283",7
"1284",7
"1285",7
"1286",7
"1287",2
"1288",7
"1289",7
"1290",7
"1291",7
"1292",4
"1293",7
"1294",2
"1295",4
"1296",2
"1297",7
"1298",7
"1299",7
"1300",7
"1301",7
"1302",3
"1303",7
"1304",7
"1305",4
"1306",7
"1307",1
"1308",2
"1309",6
"1310",1
"1311",4
"1312",7
"1313",7
"1314",7
"1315",7
"1316",7
"1317",1
"1318",7
"1319",6
"1320",7
"1321",7
"1322",1
"1323",6
"1324",6
"1325",6
"1326",6
"1327",6
"1328",6
"1329",6
"1330",6
"1331",6
"1332",6
"1333",6
"1334",1
"1335",6
"1336",6
"1337",7
"1338",1
"1339",6
"1340",6
"1341",7
"1342",6
"1343",2
"1344",6
"1345",2
"1346",6
"1347",6
"1348",6
"1349",7
"1350",6
"1351",7
"1352",7
"1353",6
"1354",6
"1355",6
"1356",7
"1357",6
"1358",6
"1359",6
"1360",6
"1361",6
"1362",2
"1363",6
"1364",6
"1365",6
"1366",6
"1367",6
"1368",6
"1369",6
"1370",6
"1371",2
"1372",6
"1373",6
"1374",6
"1375",6
"1376",6
"1377",6
"1378",6
"1379",7
"1380",6
"1381",6
"1382",6
"1383",2
"1384",6
"1385",6
"1386",6
"1387",6
"1388",6
"1389",6
"1390",6
"1391",6
"1392",6
"1393",6
"1394",5
"1395",6
"1396",6
"1397",6
"1398",6
"1399",6
"1400",6
"1401",2
"1402",6
"1403",2
"1404",6
"1405",6
"1406",1
"1407",6
"1408",6
"1409",6
"1410",6
"1411",6
"1412",2
"1413",6
"1414",2
"1415",6
"1416",6
"1417",6
"1418",6
"1419",2
"1420",2
"1421",6
"1422",6
"1423",1
"1424",6
"1425",2
"1426",7
"1427",6
"1428",7
"1429",6
"1430",6
"1431",2
"1432",6
"1433",2
"1434",6
"1435",6
"1436",2
"1437",6
"1438",1
"1439",6
"1440",2
"1441",6
"1442",6
"1443",7
"1444",6
"1445",2
"1446",6
"1447",6
"1448",7
"1449",7
"1450",7
"1451",6
"1452",2
"1453",6
"1454",2
"1455",2
"1456",6
"1457",6
"1458",6
"1459",2
"1460",6
"1461",6
"1462",6
"1463",6
"1464",1
"1465",7
"1466",6
"1467",2
"1468",1
"1469",6
"1470",6
"1471",2
"1472",6
"1473",6
"1474",6
"1475",6
"1476",6
"1477",6
"1478",7
"1479",2
"1480",6
"1481",6
"1482",6
"1483",2
"1484",6
"1485",6
"1486",4
"1487",6
"1488",2
"1489",6
"1490",2
"1491",2
"1492",6
"1493",7
"1494",6
"1495",6
"1496",6
"1497",2
"1498",6
"1499",6
"1500",6
"1501",6
"1502",6
"1503",6
"1504",2
"1505",3
"1506",3
"1507",6
"1508",3
"1509",3
"1510",6
"1511",3
"1512",6
"1513",6
"1514",3
"1515",3
"1516",1
"1517",6
"1518",3
"1519",3
"1520",2
"1521",7
"1522",6
"1523",3
"1524",2
"1525",3
"1526",6
"1527",3
"1528",3
"1529",2
"1530",6
"1531",3
"1532",6
"1533",7
"1534",6
"1535",1
"1536",6
"1537",3
"1538",3
"1539",6
"1540",3
"1541",6
"1542",7
"1543",2
"1544",7
"1545",3
"1546",1
"1547",6
"1548",7
"1549",6
"1550",6
"1551",3
"1552",3
"1553",6
"1554",2
"1555",1
"1556",6
"1557",6
"1558",2
"1559",6
"1560",3
"1561",2
"1562",2
"1563",7
"1564",2
"1565",1
"1566",6
"1567",6
"1568",6
"1569",2
"1570",6
"1571",4
"1572",6
"1573",2
"1574",6
"1575",6
"1576",6
"1577",3
"1578",1
"1579",6
"1580",2
"1581",6
"1582",6
"1583",1
"1584",6
"1585",1
"1586",6
"1587",2
"1588",6
"1589",1
"1590",6
"1591",1
"1592",6
"1593",3
"1594",7
"1595",6
"1596",2
"1597",3
"1598",6
"1599",6
"1600",1
"1601",7
"1602",7
"1603",1
"1604",6
"1605",1
"1606",1
"1607",4
"1608",6
"1609",2
"1610",6
"1611",6
"1612",6
"1613",1
"1614",6
"1615",2
"1616",7
"1617",6
"1618",2
"1619",6
"1620",6
"1621",6
"1622",1
"1623",2
"1624",2
"1625",3
"1626",2
"1627",1
"1628",6
"1629",7
"1630",1
"1631",2
"1632",6
"1633",1
"1634",6
"1635",6
"1636",6
"1637",6
"1638",6
"1639",6
"1640",6
"1641",2
"1642",7
"1643",3
"1644",6
"1645",6
"1646",1
"1647",2
"1648",6
"1649",6
"1650",1
"1651",6
"1652",6
"1653",6
"1654",6
"1655",6
"1656",6
"1657",6
"1658",1
"1659",6
"1660",6
"1661",6
"1662",1
"1663",2
"1664",6
"1665",6
"1666",6
"1667",2
"1668",2
"1669",6
"1670",6
"1671",6
"1672",5
"1673",6
"1674",6
"1675",7
"1676",6
"1677",6
"1678",6
"1679",6
"1680",2
"1681",6
"1682",2
"1683",6
"1684",6
"1685",4
"1687",3
"1688",5
"1689",7
"1690",7
"1691",7
"1692",7
"1693",7
"1694",3
"1695",7
"1696",7
"1697",7
"1698",4
"1699",7
"1700",7
"1701",5
"1702",7
"1703",5
"1705",5
"1706",6
"1707",5
"1708",6
"1709",4
"1710",6
"1711",6
"1712",5
"1713",4
"1714",7
"1715",7
"1716",5
"1717",4
"1718",6
"1719",5
"1720",5
"1721",4
"1722",4
"1723",4
"1724",2
"1725",7
"1726",4
"1727",5
"1728",4
"1729",7
"1730",2
"1731",5
"1732",5
"1733",7
"1734",5
"1735",5
"1736",3
"1737",1
"1738",5
"1739",7
"1740",5
"1741",5
"1742",1
"1743",5
"1744",5
"1745",5
"1746",5
"1747",5
"1748",5
"1749",5
"1750",5
"1751",5
"1752",5
"1753",5
"1754",5
"1755",5
"1756",5
"1757",4
"1758",5
"1759",5
"1760",5
"1761",2
"1762",1
"1763",5
"1764",5
"1765",5
"1766",5
"1767",5
"1768",5
"1769",5
"1770",5
"1771",5
"1772",5
"1773",5
"1774",5
"1775",6
"1776",5
"1777",5
"1778",5
"1779",5
"1780",5
"1781",5
"1782",5
"1783",5
"1784",6
"1785",5
"1786",5
"1787",5
"1788",5
"1789",5
"1790",5
"1791",5
"1792",5
"1793",5
"1794",5
"1795",5
"1796",5
"1797",5
"1798",5
"1799",4
"1800",5
"1801",5
"1802",5
"1803",5
"1804",5
"1805",5
"1806",5
"1807",5
"1808",5
"1809",4
"1810",7
"1811",5
"1812",7
"1813",5
"1814",7
"1815",1
"1816",5
"1817",5
"1818",5
"1819",5
"1820",5
"1821",5
"1822",5
"1823",5
"1824",5
"1825",5
"1826",5
"1827",5
"1828",6
"1829",5
"1830",5
"1831",5
"1832",5
"1833",5
"1834",5
"1835",5
"1836",5
"1837",5
"1838",5
"1839",5
"1840",5
"1841",5
"1842",5
"1843",5
"1844",5
"1845",5
"1846",5
"1847",5
"1848",5
"1849",5
"1850",5
"1851",5
"1852",5
"1853",5
"1854",5
"1855",5
"1856",5
"1857",5
"1858",5
"1859",5
"1860",5
"1861",5
"1862",5
"1863",5
"1864",5
"1865",5
"1866",5
"1867",5
"1868",5
"1869",7
"1870",5
"1871",5
"1872",5
"1873",5
"1874",5
"1875",5
"1876",5
"1877",5
"1878",5
"1879",5
"1880",5
"1881",5
"1882",5
"1883",5
"1884",5
"1885",5
"1886",5
"1887",5
"1888",7
"1889",7
"1890",5
"1891",5
"1892",6
"1893",7
"1894",6
"1895",5
"1896",7
"1897",1
"1898",5
"1899",6
"1900",5
"1901",5
"1902",5
"1903",5
"1904",5
"1905",5
"1906",5
"1907",5
"1908",5
"1909",5
"1910",5
"1911",5
"1912",5
"1913",5
"1914",2
"1915",5
"1916",7
"1917",5
"1918",5
"1919",5
"1920",5
"1921",5
"1922",7
"1923",5
"1924",5
"1925",5
"1926",5
"1927",5
"1928",5
"1929",5
"1930",5
"1931",5
"1932",5
"1933",7
"1934",5
"1935",5
"1936",5
"1937",5
"1938",6
"1939",5
"1940",5
"1941",5
"1942",5
"1943",5
"1944",5
"1945",5
"1946",5
"1947",5
"1948",5
"1949",5
"1950",5
"1951",5
"1952",5
"1953",5
"1954",5
"1955",5
"1956",5
"1957",5
"1958",5
"1959",5
"1960",5
"1961",5
"1962",5
"1963",5
"1964",7
"1965",5
"1966",5
"1967",5
"1968",5
"1969",5
"1970",5
"1971",6
"1972",5
"1973",5
"1974",7
"1975",7
"1976",7
"1977",5
"1978",5
"1979",5
"1980",7
"1981",7
"1982",7
"1983",7
"1984",5
"1985",7
"1986",7
"1987",7
"1988",1
"1989",1
"1990",5
"1991",7
"1992",5
"1993",5
"1994",5
"1995",7
"1996",7
"1997",5
"1998",5
"1999",5
"2000",5
"2001",5
"2002",5
"2003",5
"2004",5
"2005",5
"2006",7
"2007",7
"2008",5
"2009",5
"2010",5
"2011",5
"2012",5
"2013",5
"2014",5
"2015",5
"2016",5
"2017",7
"2018",1
"2019",5
"2020",7
"2021",1
"2022",3
"2023",5
"2024",2
"2025",1
"2026",7
"2027",7
"2028",5
"2029",5
"2030",7
"2031",6
"2032",5
"2033",5
"2034",4
"2035",4
"2036",7
"2037",4
"2038",7
"2039",7
"2040",7
"2041",6
"2042",4
"2043",2
"2044",6
"2045",1
"2046",1
"2047",6
"2048",6
"2049",2
"2050",5
"2051",5
"2052",6
"2053",6
"2054",6
"2055",4
"2056",1
"2057",3
"2058",3
"2059",6
"2060",2
"2061",3
"2062",3
"2063",5
"2064",2
"2068",6
"2069",1
"2070",7
"2071",7
"2072",7
"2073",6
"2074",6
"2075",7
"2076",7
"2077",7
"2078",7
"2079",6
"2080",7
"2081",7
"2082",7
"2083",7
"2084",6
"2085",4
"2086",7
"2087",7
"2088",4
"2089",6
"2090",7
"2091",1
"2092",1
"2093",3
"2094",7
"2095",3
"2096",3
"2097",3
"2098",4
"2099",2
"2100",7
"2101",7
"2102",4
"2103",7
"2104",7
"2105",7
"2106",7
"2107",2
"2108",3
"2109",3
"2110",1
"2111",2
"2112",7
"2113",7
"2114",7
"2115",7
"2116",6
"2117",7
"2118",7
"2119",5
"2120",5
"2121",2
"2122",2
"2123",7
"2124",1
"2125",2
"2126",7
"2127",6
"2128",7
"2129",3
"2130",7
"2131",6
"2132",5
"2133",5
